N	G	Iteration	dist_percent	z_score
22	79	702	0.992	2.31673222523
22	94	703	1.0	4.02065463177
22	72	704	1.0	4.43127119661
22	91	705	1.0	4.64832080511
22	128	706	1.0	4.48776868697
22	77	707	0.153	-1.06611549973
22	84	708	0.485	-0.0706134142832
22	98	709	0.954	1.63685687859
22	83	710	0.988	2.36706126343
22	84	711	0.914	1.4898351002
22	76	712	1.0	4.29124604884
22	86	713	0.993	2.67605575106
22	87	714	1.0	3.10596606086
22	81	715	0.987	2.34341408002
22	133	716	1.0	5.30352342377
22	76	717	1.0	4.28943922082
22	124	718	1.0	6.10394653388
22	87	719	0.776	0.785828175543
22	89	720	1.0	4.12660705812
22	85	721	0.69	0.47891686952
22	68	722	1.0	5.3794772734
22	92	723	1.0	3.86758036139
22	82	724	0.858	1.06518866625
22	83	725	1.0	3.74930892554
22	77	726	0.999	3.37098719978
22	94	727	0.577	0.19595103104
22	88	728	0.331	-0.483443021177
22	70	729	1.0	3.94351377977
22	71	730	1.0	3.69611985512
22	93	731	0.224	-0.721273539684
22	80	732	0.781	0.770765454155
22	93	733	1.0	5.24601141178
22	74	734	0.999	2.86514240703
22	92	735	0.944	1.58091334683
22	83	736	0.953	1.73483886233
22	85	737	0.992	2.36043037668
22	110	738	1.0	9.33439553915
22	90	739	0.276	-0.607190061938
22	104	740	0.849	1.05222307328
22	86	741	1.0	4.97981787729
22	86	742	1.0	4.53673597082
22	123	743	1.0	6.59116545714
22	87	744	1.0	6.17603106137
22	83	745	0.996	2.96662062962
22	83	746	1.0	3.52575729372
22	76	747	1.0	8.90696401753
22	121	748	0.998	3.41934826593
22	90	749	1.0	3.2494691925
22	90	750	1.0	4.10197262675
22	67	751	1.0	7.10953806562
22	83	752	0.994	2.51916523155
22	83	753	1.0	4.64398753881
22	90	754	1.0	4.11254122599
22	85	755	0.99	2.56416830723
22	79	756	1.0	6.52940090915
22	87	757	1.0	4.00016960146
22	76	758	0.996	2.96451476465
22	107	759	0.138	-1.11454404713
22	74	760	1.0	4.35676751433
22	93	761	0.846	1.01237762899
22	80	762	1.0	5.71559997585
22	120	763	1.0	5.15889748911
22	82	764	1.0	3.2668845137
22	72	765	1.0	3.96986327844
22	101	766	0.536	0.10249487335
22	83	767	0.955	1.73336064292
22	80	768	0.974	2.05081166354
22	98	769	0.987	2.2133212854
22	80	770	0.459	-0.115425511184
22	81	771	1.0	4.49018992718
22	97	772	0.894	1.32880891436
22	138	773	1.0	4.2875777364
22	132	774	1.0	5.90920548091
22	85	775	0.977	1.99809789215
22	87	776	0.999	3.54765511017
22	84	777	0.998	3.12283161023
22	91	778	0.994	2.49644725346
22	120	779	1.0	6.1460090482
22	82	780	0.999	3.04314776685
22	86	781	1.0	4.32743783326
22	124	782	1.0	6.85147024688
22	91	783	0.954	1.73382751262
22	93	784	0.923	1.46194337003
22	97	785	0.888	1.2494694448
22	86	786	0.999	3.32919734411
22	128	787	1.0	4.4102413061
22	83	788	0.876	1.12965236505
22	95	789	0.869	1.13902541297
22	124	790	1.0	5.35948836762
22	86	791	0.849	1.0327126759
22	93	792	0.954	1.68067161738
22	129	793	0.998	3.52610653103
22	91	794	0.844	0.99032914135
22	127	795	1.0	8.4984600944
22	85	796	0.727	0.591175322832
22	98	797	0.994	2.54021571305
22	94	798	0.999	3.32914466402
22	87	799	0.897	1.26189278407
22	91	800	0.908	1.42015667047
22	79	801	0.632	0.318702340011
22	89	802	0.513	0.0508569653635
22	80	803	0.998	2.5462564642
22	75	804	0.99	2.46164464959
22	131	805	0.999	3.33376364554
22	128	806	1.0	8.4451366649
22	85	807	0.521	0.025867025075
22	84	808	0.97	1.8710520198
22	93	809	0.618	0.271602542925
22	84	810	1.0	3.5454298801
22	79	811	1.0	8.71715276793
22	133	812	0.983	2.15263457637
22	89	813	0.857	1.12430918815
22	77	814	1.0	6.20955984303
22	85	815	1.0	5.62032144887
22	87	816	0.595	0.223558757777
22	85	817	0.102	-1.26094111688
22	85	818	0.993	2.3989950045
22	91	819	0.998	2.98733973686
22	89	820	0.402	-0.236192051082
22	84	821	0.975	1.91041820545
22	71	822	1.0	5.56599208352
22	71	823	1.0	4.2713251874
22	83	824	1.0	3.49807020855
22	123	825	1.0	5.4978721158
22	79	826	1.0	4.79286007305
22	125	827	1.0	5.52032046127
22	74	828	1.0	3.70100291376
22	74	829	1.0	5.67780594957
22	81	830	1.0	3.94576823241
22	85	831	0.471	-0.066916341848
22	83	832	1.0	3.37200786523
22	86	833	0.923	1.47689753907
22	78	834	0.933	1.55468032825
22	76	835	1.0	4.59387935656
22	82	836	0.685	0.472329825995
22	86	837	0.963	1.84428162904
22	90	838	0.976	2.04072190483
22	131	839	0.968	2.00333051827
22	81	840	0.997	3.26912565603
22	84	841	0.969	1.77869071258
22	75	842	0.989	2.40659299318
22	68	843	1.0	9.35352110967
22	96	844	0.987	2.14893079805
22	81	845	1.0	6.42972706063
22	73	846	0.981	2.29805303662
22	122	847	1.0	5.08445213729
22	77	848	1.0	6.69267686633
22	83	849	1.0	8.43278398511
22	93	850	0.962	1.77483836708
22	129	851	1.0	5.88293205075
22	93	852	0.99	2.48324873454
22	122	853	1.0	6.87818952091
22	95	854	0.982	2.19114056954
22	80	855	1.0	3.52213632106
22	74	856	1.0	6.57612200034
22	79	857	0.988	2.26622535715
22	83	858	1.0	7.52607302311
22	81	859	0.548	0.0838330602269
22	83	860	0.233	-0.737784952997
22	80	861	1.0	8.03944692229
22	84	862	1.0	3.03566268065
22	92	863	0.846	1.02389345093
22	110	864	1.0	8.69565948054
22	88	865	0.994	2.58373509581
22	90	866	0.961	1.66310317109
22	86	867	0.937	1.54787207568
22	93	868	0.863	1.10446422062
22	88	869	1.0	7.06928386271
22	84	870	0.987	2.22412649377
22	77	871	1.0	6.19554092628
22	93	872	0.91	1.29445093623
22	82	873	0.901	1.27744071515
22	77	874	1.0	4.58616543522
22	131	875	1.0	9.68526417505
22	100	876	0.82	0.989166650234
22	93	877	0.707	0.557726267308
22	102	878	1.0	3.69898989544
22	89	879	0.926	1.47794830178
22	87	880	1.0	4.33420994032
22	84	881	1.0	4.95801966405
22	140	882	1.0	4.87389894553
22	88	883	1.0	4.45323912902
22	125	884	1.0	3.60335065062
22	86	885	0.952	1.67081288827
22	88	886	0.984	2.31965460899
22	82	887	0.915	1.37028379016
22	90	888	0.851	1.09402135052
22	126	889	1.0	4.72567766104
22	81	890	1.0	5.59263747504
22	68	891	0.549	0.108363515254
22	77	892	1.0	5.92819975534
22	77	893	0.977	1.96244374793
22	90	894	0.669	0.414924952673
22	133	895	1.0	7.56665276938
22	124	896	1.0	7.35977885843
22	132	897	1.0	4.56638369989
22	70	898	0.941	1.6014168064
22	82	899	0.43	-0.20143022342
22	94	900	0.149	-1.03791371842
22	136	901	1.0	5.52100322086
22	82	902	0.987	2.35155504288
22	98	903	0.893	1.23874513444
22	83	904	1.0	3.78736932712
22	74	905	1.0	3.84598868157
22	81	906	0.998	3.06425403559
22	80	907	0.987	2.213391575
22	120	908	1.0	12.1895526398
22	90	909	0.523	0.025001875616
22	130	910	1.0	6.06563431905
22	136	911	0.94	1.60441583066
22	88	912	0.371	-0.288287446902
22	80	913	0.212	-0.819307403021
22	104	914	0.968	1.83663103867
22	83	915	1.0	5.24843331224
22	93	916	1.0	6.50004310758
22	77	917	0.943	1.57097146703
22	79	918	0.983	2.1255073519
22	87	919	0.997	3.07720148815
22	89	920	0.592	0.248989137392
22	79	921	0.99	2.36752629734
22	86	922	0.975	2.01043977738
22	88	923	0.709	0.555025554254
22	88	924	1.0	5.4256982138
22	85	925	0.788	0.791214407976
22	119	926	1.0	6.70459220812
22	90	927	0.997	2.52902781179
22	69	928	0.942	1.66002069785
22	95	929	0.971	1.91759992967
22	86	930	1.0	4.24025088961
22	96	931	0.999	2.65053379078
22	88	932	0.482	0.00222372795858
22	90	933	0.417	-0.198624535242
22	128	934	1.0	4.08073297775
22	100	935	1.0	3.44991192924
22	131	936	1.0	4.10303427454
22	132	937	1.0	4.48256496969
22	83	938	0.996	2.67891739139
22	87	939	1.0	4.27209851725
22	85	940	0.999	3.53854318695
22	124	941	1.0	5.01086954937
22	85	942	1.0	7.43530968434
22	84	943	0.776	0.720681281364
22	88	944	0.969	1.93430561343
22	66	945	1.0	7.41200305369
22	90	946	1.0	3.63962604779
22	80	947	1.0	3.39336257324
22	96	948	1.0	3.69740443942
22	79	949	0.495	-0.0289475159752
22	91	950	0.899	1.28744439963
22	122	951	0.988	2.25683212617
22	86	952	0.745	0.624567968251
22	78	953	0.988	2.29890030178
22	125	954	1.0	5.63070957215
22	87	955	0.999	3.2332329292
22	75	956	1.0	6.34977975608
22	90	957	1.0	5.08169518702
22	81	958	0.974	1.92275965303
22	81	959	1.0	4.79853189916
22	86	960	0.976	1.99712027331
22	137	961	1.0	3.45292576991
22	90	962	0.826	0.951715009333
22	90	963	0.539	0.0650646102959
22	87	964	0.995	2.88101450087
22	92	965	0.997	2.7105983991
22	98	966	0.996	3.10726579786
22	129	967	1.0	3.92496840782
22	86	968	0.827	0.926255915889
22	80	969	1.0	4.34725174256
22	75	970	0.976	2.02080159565
22	86	971	1.0	8.06261684607
22	85	972	0.836	0.96799759845
22	94	973	0.994	2.45148665025
22	77	974	1.0	4.53862258339
22	94	975	0.115	-1.20640465921
22	90	976	0.989	2.42027169832
22	129	977	1.0	3.92927940272
22	85	978	1.0	4.11945003605
22	82	979	0.978	2.01117935703
22	88	980	0.979	2.11603174664
22	87	981	0.992	2.45561366199
22	90	982	0.167	-0.937844443224
22	83	983	0.994	2.58917725743
22	83	984	1.0	4.2333616584
22	92	985	0.991	2.42230248582
22	84	986	0.998	2.85766724804
22	71	987	0.99	2.47239570092
22	81	988	0.999	3.21029666079
22	80	989	1.0	3.74749654848
22	130	990	1.0	3.91915317189
22	96	991	0.372	-0.303700097429
22	90	992	0.785	0.777824020889
22	76	993	0.999	3.00887202918
22	86	994	0.961	1.70140816665
22	80	995	0.968	1.95270759492
22	84	996	0.351	-0.36945698163
22	91	997	0.994	2.78088652489
22	83	998	1.0	7.56138987041
22	84	999	1.0	3.79230388431
24	82	0	1.0	6.60289975789
24	124	1	1.0	6.43117774721
24	128	2	0.998	3.10916216657
24	127	3	1.0	5.5906931359
24	139	4	1.0	5.57697155939
24	98	5	1.0	3.18639015919
24	90	6	0.987	2.45214422298
24	98	7	0.029	-1.8756183922
24	93	8	0.828	0.982080142493
24	94	9	1.0	5.2300387661
24	93	10	0.995	2.55031311028
24	90	11	0.999	3.4738648645
24	131	12	1.0	5.94153166588
24	134	13	1.0	3.82028876866
24	128	14	1.0	4.23118595767
24	110	15	0.638	0.375350088965
24	135	16	1.0	6.02235367237
24	137	17	1.0	5.461580363
24	95	18	0.877	1.18550426149
24	96	19	0.724	0.584716110247
24	84	20	1.0	5.19990336751
24	102	21	0.93	1.53497424001
24	142	22	0.998	2.8596592423
24	83	23	1.0	4.23657516012
24	140	24	0.996	2.86733140824
24	93	25	1.0	4.57582504494
24	101	26	0.706	0.53687599658
24	83	27	1.0	5.38737109255
24	98	28	0.971	1.94957493732
24	86	29	1.0	4.63024658614
24	92	30	0.996	3.02669535004
24	74	31	0.998	3.52926896014
24	84	32	0.995	2.61332855554
24	95	33	0.431	-0.180802027781
24	113	34	0.703	0.51859747337
24	99	35	0.663	0.392431732439
24	85	36	1.0	3.55379512499
24	82	37	1.0	4.15652107581
24	71	38	1.0	5.97615359497
24	134	39	1.0	8.50287138482
24	90	40	1.0	5.93776030592
24	87	41	1.0	4.32417178073
24	82	42	0.936	1.46451752277
24	87	43	1.0	5.59330340558
24	92	44	1.0	6.1010204123
24	123	45	1.0	11.9676976711
24	131	46	0.991	2.49558584619
24	132	47	1.0	3.98278020536
24	88	48	1.0	3.49603333871
24	98	49	0.968	1.87232477635
24	94	50	0.881	1.23831743989
24	129	51	1.0	3.77482121776
24	139	52	1.0	2.73897985859
24	89	53	0.94	1.55293819224
24	90	54	1.0	7.00580601631
24	86	55	1.0	3.49820362135
24	93	56	1.0	3.32912428938
24	102	57	0.98	2.06715938625
24	84	58	0.939	1.52549452108
24	136	59	1.0	6.05243830843
24	95	60	0.984	2.07562144677
24	84	61	0.946	1.65273592246
24	138	62	1.0	3.84246609895
24	139	63	0.819	0.899648993271
24	130	64	1.0	2.71446809052
24	87	65	0.951	1.70264189626
24	100	66	0.974	1.96840189596
24	96	67	1.0	3.40493664668
24	91	68	1.0	4.33520865087
24	97	69	0.994	2.4905165436
24	108	70	0.434	-0.199265941465
24	93	71	1.0	5.48924491243
24	106	72	0.992	2.48712975827
24	100	73	0.983	2.1517776045
24	83	74	1.0	5.59263649114
24	90	75	0.822	0.88468441836
24	90	76	1.0	5.14407042937
24	89	77	1.0	5.94061202571
24	82	78	1.0	9.95882317041
24	119	79	1.0	9.29210819603
24	84	80	1.0	5.73465531476
24	88	81	0.996	2.51399630497
24	97	82	0.746	0.651535482225
24	94	83	0.732	0.628701443513
24	96	84	0.985	2.372109348
24	130	85	0.999	3.43447479766
24	96	86	0.968	1.96032272099
24	81	87	1.0	9.86922292284
24	89	88	0.789	0.828281714335
24	96	89	0.97	2.01272046497
24	80	90	0.983	2.14089286847
24	94	91	0.996	2.80386997426
24	88	92	1.0	4.64054677299
24	111	93	0.989	2.37177169647
24	87	94	0.975	2.15870147843
24	86	95	1.0	5.2524155218
24	139	96	1.0	5.35187225311
24	91	97	1.0	3.38920242487
24	87	98	1.0	4.5867350621
24	84	99	1.0	10.3037706235
24	94	100	1.0	3.47629426668
24	89	101	0.291	-0.568177188057
24	87	102	0.992	2.44314305717
24	94	103	0.997	2.57411956578
24	96	104	0.482	-0.0893718639443
24	99	105	0.488	-0.0522297686469
24	73	106	0.976	2.04751430443
24	128	107	1.0	6.59168540121
24	79	108	1.0	4.96713958307
24	86	109	1.0	4.78055848018
24	80	110	1.0	5.06228401047
24	95	111	0.889	1.19811349184
24	75	112	0.993	2.55534048322
24	91	113	0.997	3.07489360219
24	86	114	1.0	5.39737317352
24	90	115	0.939	1.59926784691
24	130	116	1.0	8.65103194149
24	90	117	0.998	2.7654868591
24	77	118	0.9	1.26072204219
24	90	119	1.0	4.71162822908
24	123	120	1.0	9.98038295681
24	139	121	0.996	2.51981470235
24	74	122	0.966	1.99537140826
24	129	123	1.0	6.61774401224
24	92	124	1.0	4.73624859384
24	84	125	1.0	4.63578076197
24	85	126	1.0	2.93480306285
24	78	127	0.944	1.56450606459
24	88	128	0.999	3.46890899891
24	101	129	0.959	1.78075550559
24	85	130	1.0	4.50270543045
24	87	131	0.987	2.2624358438
24	90	132	1.0	2.72595157386
24	96	133	1.0	3.89691664566
24	85	134	0.991	2.3449319851
24	98	135	1.0	4.64107600808
24	92	136	0.994	2.58259215035
24	97	137	1.0	5.58701765745
24	95	138	0.988	2.64837924063
24	97	139	0.999	3.00631875597
24	85	140	1.0	5.52646829005
24	81	141	0.907	1.33914279567
24	123	142	1.0	12.8157138945
24	144	143	1.0	7.10137078639
24	96	144	1.0	4.21901303174
24	85	145	0.965	1.86140289449
24	98	146	0.852	0.983566255994
24	81	147	0.888	1.24490041981
24	91	148	0.957	1.79801150919
24	93	149	0.992	2.65909935871
24	131	150	1.0	8.46402893113
24	92	151	0.937	1.49945878964
24	103	152	0.973	1.98536353788
24	80	153	1.0	9.26442266733
24	87	154	1.0	4.23318135464
24	119	155	1.0	6.38399618815
24	88	156	0.951	1.76287403833
24	126	157	1.0	3.37352359323
24	97	158	0.976	2.06284101712
24	114	159	1.0	5.87942618079
24	130	160	1.0	7.78092978019
24	92	161	0.924	1.503232597
24	91	162	0.755	0.680866474951
24	76	163	1.0	4.49591675973
24	107	164	0.972	1.9352378349
24	89	165	0.994	2.70371953736
24	88	166	0.998	2.93350781675
24	89	167	0.999	3.69489836985
24	88	168	0.999	3.41879719023
24	90	169	0.99	2.51735041123
24	138	170	0.949	1.70029989155
24	91	171	0.988	2.27632686129
24	89	172	1.0	8.22896253875
24	96	173	0.883	1.24277436025
24	89	174	0.941	1.60648801633
24	87	175	0.903	1.29085546764
24	130	176	0.997	2.89117342903
24	95	177	1.0	4.34897012376
24	88	178	0.792	0.790729756619
24	83	179	0.982	2.14116634777
24	128	180	1.0	6.25907808696
24	125	181	1.0	7.09984944817
24	94	182	1.0	3.16950923694
24	80	183	1.0	2.99591329719
24	81	184	0.998	3.60114613009
24	81	185	1.0	4.05593289596
24	94	186	0.92	1.4336703903
24	94	187	1.0	3.54159954268
24	95	188	0.982	2.05430150285
24	93	189	1.0	3.61468287931
24	134	190	1.0	6.25946749599
24	95	191	0.989	2.37297697032
24	88	192	1.0	8.2662864524
24	97	193	1.0	6.09472257137
24	101	194	1.0	4.43089942296
24	90	195	1.0	5.33954565911
24	94	196	0.851	1.01255646857
24	65	197	1.0	9.22319926981
24	96	198	0.281	-0.575985622105
24	136	199	1.0	8.79712449726
24	86	200	0.995	2.56366480401
24	101	201	1.0	3.57465966444
24	93	202	0.724	0.568843637881
24	89	203	1.0	8.27560415862
24	93	204	0.999	2.99542369573
24	95	205	0.994	2.46494101496
24	77	206	0.99	2.33621816742
24	79	207	1.0	5.96836413373
24	142	208	1.0	3.8845360277
24	87	209	0.526	0.077449570896
24	131	210	1.0	5.53510875825
24	84	211	0.959	1.87599575821
24	96	212	0.998	2.99942886751
24	91	213	0.976	2.05335342483
24	103	214	0.974	2.02392744442
24	95	215	0.754	0.669627510306
24	129	216	1.0	4.63852121208
24	133	217	1.0	4.39825702826
24	147	218	0.94	1.621958904
24	79	219	0.999	3.44676716219
24	141	220	1.0	7.25056895759
24	92	221	0.995	2.44349674045
24	91	222	1.0	6.11414250548
24	77	223	1.0	7.63865742807
24	133	224	1.0	3.97874193711
24	85	225	1.0	8.6451503662
24	87	226	1.0	5.18660602439
24	89	227	0.995	2.71377553537
24	102	228	0.672	0.433698262326
24	119	229	1.0	9.67529148892
24	82	230	0.989	2.37152409897
24	86	231	0.998	2.399248369
24	89	232	0.937	1.54608067639
24	107	233	0.907	1.34297214868
24	134	234	1.0	5.72723914873
24	82	235	1.0	4.32180783903
24	96	236	1.0	5.32401228732
24	110	237	0.593	0.18845985069
24	90	238	0.996	2.84632980784
24	86	239	0.672	0.428763871262
24	92	240	0.71	0.552651679298
24	114	241	1.0	4.52665917556
24	81	242	1.0	4.9518131488
24	140	243	1.0	4.24515607846
24	106	244	0.846	1.02660660189
24	139	245	1.0	6.69229143034
24	98	246	0.977	2.14531858895
24	81	247	1.0	3.97865160377
24	146	248	1.0	5.9701875255
24	94	249	0.952	1.70510637445
24	89	250	0.995	2.72723677453
24	94	251	0.879	1.16795674782
24	93	252	1.0	5.98438308827
24	122	253	1.0	5.71897240523
24	78	254	1.0	3.01788040936
24	84	255	0.994	2.5327722847
24	132	256	1.0	6.53115182032
24	99	257	0.822	0.920060492216
24	93	258	1.0	6.93449518703
24	108	259	0.929	1.54508242325
24	82	260	1.0	4.93366492487
24	90	261	1.0	4.59924256628
24	84	262	0.997	2.69515392249
24	92	263	1.0	6.83095851412
24	85	264	0.996	2.77850456797
24	92	265	0.459	-0.121336313848
24	91	266	0.997	2.41332706265
24	122	267	1.0	4.59721873682
24	94	268	1.0	3.35632975768
24	88	269	0.988	2.28631108514
24	100	270	0.993	2.72654719272
24	82	271	1.0	5.04139343593
24	95	272	1.0	4.5187083039
24	82	273	1.0	5.39626747089
24	96	274	0.859	1.05546055695
24	109	275	0.985	2.16040516263
24	90	276	0.993	2.39241152307
24	100	277	0.96	1.80117798319
24	70	278	0.999	3.23621742692
24	136	279	1.0	6.07854930006
24	78	280	1.0	6.29994621848
24	99	281	1.0	3.78087401453
24	83	282	0.994	2.63479111753
24	81	283	0.993	2.23108421766
24	91	284	0.84	1.00675171222
24	90	285	0.994	2.50299568348
24	91	286	0.997	2.9467457897
24	88	287	1.0	5.46574567669
24	88	288	0.993	2.56856334281
24	81	289	1.0	5.84965856966
24	76	290	0.996	2.57273416254
24	100	291	0.973	1.8867960209
24	133	292	1.0	6.57819594864
24	125	293	1.0	4.7395383197
24	88	294	0.999	3.15899387958
24	92	295	0.999	3.59296963002
24	85	296	0.993	2.62350611611
24	127	297	0.998	3.51472342503
24	82	298	1.0	5.6651914296
24	123	299	1.0	6.96884535417
24	83	300	0.343	-0.420855771226
24	91	301	1.0	3.15271687825
24	85	302	1.0	3.25190590992
24	90	303	0.711	0.564461023801
24	83	304	0.999	3.71607557397
24	123	305	1.0	8.57248775723
24	81	306	1.0	3.69492162832
24	96	307	1.0	3.67469239216
24	81	308	0.954	1.69258959679
24	91	309	0.968	1.91800304629
24	103	310	1.0	3.50231270655
24	90	311	0.999	3.83296048823
24	82	312	0.999	3.13337704454
24	77	313	1.0	3.60793218421
24	84	314	0.958	1.80789591745
24	92	315	1.0	6.65144261122
24	95	316	0.987	2.19702542548
24	84	317	1.0	4.03141134451
24	96	318	0.942	1.61657765442
24	80	319	1.0	4.26225368426
24	97	320	0.996	3.01079541574
24	91	321	1.0	4.40285156152
24	78	322	1.0	5.90089025756
24	80	323	1.0	5.45284692411
24	132	324	1.0	7.13630946467
24	90	325	0.99	2.36320049924
24	81	326	0.822	0.935361238799
24	78	327	1.0	10.2103168476
24	130	328	1.0	5.05805629231
24	105	329	0.739	0.627113479665
24	81	330	0.981	2.28172960394
24	91	331	0.978	2.10947513547
24	83	332	1.0	4.44906897846
24	101	333	0.963	1.87294659427
24	86	334	1.0	3.77390977752
24	81	335	0.981	2.15553514835
24	139	336	0.984	2.16929821155
24	141	337	1.0	5.72726416332
24	138	338	1.0	8.92625688855
24	137	339	1.0	6.47354083568
24	131	340	1.0	5.71474399299
24	92	341	0.999	3.4989548559
24	73	342	1.0	5.0224770611
24	96	343	0.999	3.48846923382
24	136	344	1.0	4.57178102199
24	95	345	0.977	1.9847774901
24	90	346	0.979	2.0145734898
24	100	347	0.971	1.94632278716
24	132	348	1.0	8.40515636903
24	85	349	0.997	2.82468321464
24	85	350	1.0	4.79924045021
24	81	351	1.0	4.86341102219
24	98	352	0.993	2.45795299109
24	85	353	1.0	6.12738964767
24	100	354	0.998	2.96003644297
24	110	355	1.0	9.20832432572
24	94	356	1.0	6.26426320398
24	86	357	1.0	4.87897107069
24	129	358	1.0	3.78060784006
24	96	359	0.977	2.07851821427
24	97	360	0.993	2.41142889429
24	90	361	1.0	3.53196711512
24	86	362	1.0	4.45811270006
24	99	363	0.97	1.7727083757
24	87	364	0.993	2.50668153164
24	89	365	1.0	4.11392893569
24	92	366	1.0	5.24297435088
24	125	367	1.0	5.8952805987
24	93	368	0.945	1.62744828693
24	106	369	0.995	2.69354553049
24	89	370	0.954	1.73501664762
24	93	371	0.999	2.66704638518
24	133	372	0.997	3.19609133126
24	73	373	1.0	9.561660208
24	81	374	1.0	5.72181776688
24	77	375	1.0	5.7185874453
24	127	376	1.0	3.8213399326
24	78	377	1.0	6.08661126447
24	82	378	0.929	1.44417922464
24	87	379	0.992	2.54465953131
24	131	380	1.0	4.71834218457
24	93	381	0.996	2.52096466731
24	123	382	1.0	4.25034845789
24	82	383	1.0	5.46871877353
24	121	384	1.0	5.08039133062
24	102	385	0.282	-0.584381545206
24	89	386	1.0	4.18400927028
24	97	387	0.995	2.60748973455
24	87	388	0.997	2.84992665209
24	77	389	1.0	5.83058400767
24	98	390	1.0	3.7561295435
24	93	391	0.996	2.58966849421
24	76	392	1.0	6.15358206764
24	101	393	0.812	0.874927371757
24	96	394	0.129	-1.16606991707
24	104	395	0.421	-0.238776909244
24	136	396	1.0	4.92966864343
24	91	397	0.884	1.20033427384
24	81	398	0.999	3.57030675099
24	101	399	0.841	0.995498803979
24	88	400	0.417	-0.225818302832
24	136	401	0.631	0.353059809448
24	83	402	1.0	3.64536851098
24	94	403	1.0	6.6953043031
24	127	404	0.962	1.733444171
24	127	405	1.0	4.91434785207
24	125	406	1.0	11.1075680389
24	94	407	0.999	2.80750091418
24	80	408	0.886	1.21579525796
24	87	409	1.0	4.15856860882
24	75	410	1.0	5.0752943301
24	87	411	1.0	3.67997464952
24	92	412	1.0	4.34167403238
24	91	413	0.575	0.203711647517
24	126	414	1.0	5.87598655909
24	102	415	0.999	3.5360665303
24	91	416	0.705	0.546642607188
24	136	417	1.0	10.0534498066
24	144	418	1.0	5.37396936323
24	139	419	1.0	6.72997514831
24	82	420	1.0	3.6858099966
24	87	421	1.0	6.16373649616
24	96	422	1.0	4.30808062905
24	70	423	1.0	4.11472993938
24	85	424	0.404	-0.279073110877
24	91	425	0.721	0.526429116044
24	90	426	1.0	3.60221696447
24	120	427	1.0	6.60423413369
24	83	428	0.975	1.98767800962
24	95	429	0.999	3.34857997128
24	88	430	1.0	3.88626427467
24	124	431	1.0	6.93392744356
24	93	432	0.999	3.02361884102
24	80	433	0.999	2.76856122546
24	88	434	1.0	5.78916496016
24	77	435	1.0	5.87797243637
24	88	436	0.997	2.79467298381
24	85	437	1.0	10.4834961226
24	84	438	0.999	3.54379024083
24	88	439	1.0	4.08158725188
24	95	440	0.918	1.39327679211
24	92	441	0.998	3.19347900282
24	89	442	0.771	0.69423890269
24	83	443	1.0	3.53299896701
24	128	444	1.0	5.75884963467
24	85	445	0.942	1.5053274273
24	91	446	0.838	0.981465913335
24	94	447	1.0	3.97444854547
24	91	448	0.384	-0.291311805164
24	73	449	1.0	7.56574985862
24	122	450	1.0	5.72192443015
24	94	451	0.512	0.0423578721525
24	141	452	1.0	3.84455476745
24	92	453	1.0	3.60709129192
24	98	454	0.401	-0.296860591156
24	92	455	0.665	0.414405023232
24	91	456	0.807	0.888921013571
24	88	457	0.997	3.08997308896
24	74	458	1.0	4.64448854388
24	123	459	0.999	3.32343335491
24	82	460	0.976	1.9708025597
24	91	461	1.0	4.5397007703
24	90	462	1.0	5.83276687932
24	128	463	1.0	5.35590187797
24	96	464	0.851	1.04258946891
24	98	465	0.993	2.58407342001
24	90	466	0.991	2.45646569067
24	84	467	0.775	0.735513639887
24	81	468	0.878	1.21435406388
24	83	469	1.0	5.49583816503
24	89	470	0.955	1.71065067525
24	90	471	0.95	1.59616000452
24	88	472	1.0	3.60804938483
24	70	473	1.0	5.2727760478
24	102	474	1.0	4.81463165422
24	92	475	0.998	3.25311078954
24	79	476	0.998	2.68011584458
24	97	477	0.908	1.37496686636
24	89	478	1.0	3.70980917055
24	87	479	1.0	4.07909388255
24	90	480	0.872	1.0822352068
24	84	481	1.0	7.29606300515
24	95	482	0.962	1.76659355144
24	133	483	1.0	7.19129871554
24	79	484	0.967	1.91044817341
24	93	485	1.0	4.96151239473
24	90	486	0.716	0.573695979083
24	85	487	0.998	3.3498959002
24	130	488	1.0	5.26372227059
24	126	489	1.0	10.2062558874
24	86	490	1.0	5.52265955313
24	82	491	0.694	0.51211346355
24	96	492	0.817	0.880255141396
24	84	493	1.0	4.24761210548
24	91	494	0.409	-0.244200494385
24	136	495	0.84	0.980750326695
24	81	496	1.0	4.17527068043
24	91	497	0.531	0.0625238212303
24	88	498	0.999	3.81064498323
24	91	499	0.701	0.511704122009
24	89	500	0.76	0.676773273823
24	98	501	0.987	2.1698648127
24	68	502	1.0	6.25243048106
24	120	503	1.0	9.86382934722
24	76	504	0.998	2.89482965028
24	90	505	1.0	3.0926187966
24	69	506	1.0	7.5606643039
24	91	507	1.0	5.10326944117
24	76	508	1.0	5.26834692542
24	91	509	0.974	2.04937335269
24	140	510	0.989	2.64521041434
24	150	511	1.0	5.00904558057
24	104	512	0.807	0.822361539119
24	133	513	1.0	7.44421537028
24	132	514	1.0	5.51777970514
24	136	515	1.0	3.18102591558
24	86	516	0.939	1.54314855712
24	131	517	1.0	8.91866083741
24	92	518	0.996	2.87126333266
24	75	519	1.0	6.42967504642
24	80	520	0.999	3.29825575269
24	84	521	0.984	2.16034616982
