"ECB_00256"	"ECB_00739"	"ECB_01252"	"ECB_01992"	"ECB_01996"	"ECB_02003"	"ECB_02035"	"ECB_02800"	"ESCRE0483"	"ESCRE1901"	"IS3_insF"	"actP"	"aroK"	"clpB"	"cls"	"crp"	"dapA"	"deoA"	"dinG"	"dnaA"	"dnaX"	"dusB"	"fbp"	"fis"	"flhA"	"fruK"	"ftsH"	"glgA"	"glgC"	"glgP"	"glmS"	"glpF"	"glpG"	"glpR"	"glpT"	"gltL"	"hsdR"	"hupB"	"iclR"	"ilvL"	"infB"	"kpsD"	"kpsE"	"kpsM"	"mdoH"	"metA"	"metH"	"metJ"	"motB"	"mrdA"	"mrdB"	"mreB"	"mreC"	"mreD"	"napA"	"nusA"	"ompR"	"orn"	"oxyR"	"pdhR"	"ppiA"	"ppk"	"pyrB"	"rhlB"	"rho"	"rpoA"	"rpoB"	"rpoC"	"rpoD"	"rpoH"	"rpsC"	"rpsR"	"rssB"	"sbmA"	"sdaC"	"secF"	"slyA"	"speB"	"sucB"	"tig"	"tktB"	"torS"	"treF"	"ubiB"	"ulaG"	"vacJ"	"wbbD"	"wcaI"	"yahN"	"ybaL"	"ybjE"	"yccE"	"ycgV"	"ydgR"	"yeeJ"	"yehU"	"yfcN"	"yfgA"	"ygcN"	"ygfA"	"ygiV"	"ygjF"	"yhaO"	"yhhF"	"yicC"	"yjaG"	"yjaH"	"yjcF"	"yjcO"	"yjhA"	"ykgE"	"yraM"	"yraQ"
"ygcN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ygfA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0911599798836401	0	0.0310338675280954	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0229231593056716	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115271730322177	0	0	0	0	0	0.042819662569396	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"ygiV"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0329491413333722	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109660178667389	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124280707312686	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.0218755303199349	0
"ygjF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0661625641282406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"yhaO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"yhhF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0309318646424709	0	0	0.0360694986242288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00666293919428785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"yicC"	0	0	0	0	0	0.0953519794128479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0926245090317262	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0388313141796763	0.094314977907203	0	0	0	0	0	0	0.0355075080912747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.126048521203724	0	0	0	0	0
"yjaG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.123362976616652	0	0	0	0.123681257763199	0	0	0.143781982981013	0	0	0	0	0	0	0	0	0	0	0	0.0608336197837985	0	0	0	0.101548586128269	0	0	0	0	0	0	0.0683641250547706	0	0	0	0	0	0	0.104822252368562	0	0	0	0	0	0	0	0	0	0	0	0.111888228954745	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"yjaH"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00364554238509532	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"yjcF"	0	0	0	0	0	0.0492523787197629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0658277783374503	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0328810204514255	0.0639528991428411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126048521203724	0	0	1	0	0	0	0	0
"yjcO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0206586494148415	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"yjhA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"ykgE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"yraM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0641627039186131	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0753563349846463	0	0	0	0	0	0.0218755303199349	0	0	0	0	0	0	0	0	0	0	1	0
"yraQ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
