"ECB_00739"	"ECB_01992"	"ECB_01999"	"ECB_02804"	"ECB_03523"	"ESCRE0749"	"ESCRE1901"	"IS3_insF"	"IS5_ESec3"	"abgB"	"actP"	"araE"	"aspA"	"atoC"	"atpE"	"atpG"	"bglJ"	"cbpA"	"cls"	"crp"	"cysQ"	"dacA"	"dapA"	"dusB"	"efeO"	"fbp"	"fis"	"flhA"	"fruK"	"glgA"	"glgP"	"glmM"	"glmS"	"glpF"	"glpR"	"glpT"	"gspG"	"hemA"	"hemL"	"hupB"	"iclR"	"ilvG"	"ilvL"	"infB"	"ispH"	"kpsD"	"kpsE"	"kpsM"	"lysP"	"lysR"	"metA"	"metH"	"metJ"	"mrdA"	"mrdB"	"mreB"	"mreC"	"mreD"	"murE"	"nagD"	"napA"	"nuoA"	"nusA"	"ompR"	"pbpG"	"pmbA"	"ppiA"	"puuP"	"pyrB"	"rho"	"rnc"	"rpoB"	"rpoC"	"rpoD"	"rpoH"	"rpoS"	"rpsR"	"rssB"	"secF"	"sufD"	"thiI"	"thrB"	"truB"	"ubiB"	"uspA"	"wbbC"	"wzyE"	"yahG"	"ybaL"	"ybeA"	"ybhJ"	"ybiW"	"ycbS"	"ycjP"	"ydcN"	"yehU"	"yfgA"	"ygaD"	"ygjF"	"yhaO"	"yhhF"	"yhiO"	"yjcO"	"yjhA"	"ynjI"	"zraR"
"ybiW"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0877352230542355	0	0	0	0	0.121883843943157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0696743003895843	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ycbS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0864053495161812	0	0	0	0	0.120397929161567	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0690461230223378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
"ycjP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132726932202915	0	0	0	0	0.0784951470492056	0	0	0	0	0	0	0	0	0	-0.0299748226742486	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.049534670422378	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"ydcN"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10086406117939	0	0	0	0	0.00552500040690705	0	0	0	0	0	0	0	0	0	-0.0564997780215624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000402955154409053	0	0	0	0	0	0	0	0	0	0	0	0.0528388694164725	0	0	0	0	0	0	0	0	0	1	0	0	0.0661945396809406	0	0	0	0	0	0	0	0
"yehU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0618085729864808	0	0	0	0	-5.08459834795365e-05	0	0	0	0	0	0	0	0	0	0.00613128573116465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.215114447238694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"yfgA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00710346267436984	0	0	0	0	-0.157905303728673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"ygaD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.107146901603474	0	0	0	0	0.00770385793108056	0	0	0	0	0	0	0	0	0	-0.0626424029545242	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.000744616640306598	0	0	0	0	0	0	0	0	0	0	0	0.0541690126234686	0	0	0	0	0	0	0	0	0	0.0661945396809406	0	0	1	0	0	0	0	0	0	0	0
"ygjF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0253478307697393	0	0	0	0	-0.0833407349883587	0	0	0	0	0.026951041880125	0	0	0	0	-0.0254582430537703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00235823177792763	0	0	0	0.149924503176219	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"yhaO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.107731069275082	0	0	0	0	0.0142983539015839	0	0	0	0	0	0	0	0	0	0.102973791268622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"yhhF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.100120236430508	0	0	0	0	-0.104455227944941	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0770856286171093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"yhiO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0641929956150014	0	0	0	0	0.115776479251821	0	0	0	0	0	0	0	0	0	-0.0917478392598125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00805316753580222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"yjcO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00797360540360714	0	0	0	0	-0.177190167660308	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"yjhA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0467624302133107	0	0	0	0	0.149617732410632	0	0	0	0	-0.00632877541220577	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0678158521571697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"ynjI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0216664335927288	0	0	0	0	0.098964763075742	0	0	0	0	0	0	0	0	0	-0.107787357700566	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0996212457343189	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"zraR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.080832296626071	0	0	0	0	0.0288259660526187	0	0	0	0.02157807266584	-0.00244239683782014	0	0	0	0	0.136898374766295	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0790575149605757	0	0	0	0	0	0	0	0	0	0	0	0	-0.00571760827857992	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1
