"ECB_00256"	"ECB_01252"	"ECB_01992"	"ECB_01996"	"ECB_01999"	"ECB_02002"	"ECB_02003"	"ECB_02035"	"ECB_02800"	"ESCRE0483"	"ESCRE1901"	"IS3_insF"	"argA"	"aroK"	"atpE"	"clpB"	"cls"	"dacA"	"dnaA"	"dusB"	"fbp"	"fis"	"fruK"	"ftsH"	"glgA"	"glgC"	"glgP"	"glpF"	"glpG"	"glpR"	"glpT"	"gspF"	"hemA"	"hslU"	"hupB"	"iclR"	"ilvG"	"ilvL"	"infB"	"kpsD"	"kpsE"	"kpsT"	"lysP"	"manX"	"manZ"	"mdoG"	"mdoH"	"metH"	"metJ"	"motB"	"mrdA"	"mreC"	"mreD"	"napA"	"nusA"	"ompR"	"pck"	"pdhR"	"pmbA"	"ppk"	"prfA"	"proQ"	"proW"	"rho"	"rluB"	"rpoA"	"rpoB"	"rpoC"	"rpoD"	"rpoS"	"rpsC"	"rpsR"	"rrlB"	"rssB"	"sbmA"	"secF"	"slyA"	"sucB"	"thrS"	"tktB"	"torS"	"uidB"	"ulaG"	"uvrD"	"vacJ"	"wzyE"	"yahA"	"ybaL"	"ybhJ"	"ybjE"	"ycbC"	"yccE"	"ycgV"	"ydcU"	"yeeJ"	"yehU"	"yfcD"	"yfeY"	"ygfA"	"ygfK"	"ygiV"	"yhhF"	"yicC"	"yjaG"	"yjcF"	"yjeP"	"yjhA"	"ynjI"	"yraM"
"ygfK"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"ygiV"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0596488849239465	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.140570144143117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117870172776418	0	0	0	0	0	1	0	0	0	0	0	0	0	0.0188257618737476
"yhhF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00818255447550698	0	0	0	0	0.0446421083609436	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"yicC"	0	0	0	0	0	0	0.0855387508550675	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0933405387890157	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0660707069587336	0.085519912136371	0	0	0	0	0	0	0	0	0	0.00463594446653095	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.116418797212405	0	0	0	0
"yjaG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.124810625285789	0	0	0.100046158760005	0	0.150797504948755	0	0	0	0	0	0	0	0	0	0	0	0.0158015395167441	0	0	0	0.0161837862720899	0.101089255027772	0	0	0	0	0	0	0	0	0	0.0327654542082046	0	0	0	0	0.0955589758002507	0	0	0	0	0	0	0	0	0	0	0	0	0.0891948573642562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
"yjcF"	0	0	0	0	0	0	0.0427074439025463	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0705461315561218	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051795879660825	0.0585174508351929	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116418797212405	0	1	0	0	0	0
"yjeP"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0838558525642026	0	0	0	0	0	0	0.0429040177748157	0	0	0	0	0	0	0	0	0	0	0	0	-0.0929577844179201	0	0	0	0	0	0	0	0	0	0	0	0.103120549164553	0	0	0	0	0	0	0	0	0	0	0	0	0.141181013992123	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
"yjhA"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"ynjI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0435580159517663	0	0	0.10203265290156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122730987085349	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.110130161288595	0	0.105697121891545	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"yraM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0911417822778534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.069664191896612	0	0	0	0	0	0.0188257618737476	0	0	0	0	0	0	0	1
