"ECB_00503"	"ECB_00739"	"ECB_01413"	"ECB_01992"	"ECB_01999"	"ECB_02798"	"ECB_03523"	"ESCRE1397"	"ESCRE1901"	"ESCRE2157"	"ESCRE3628"	"actP"	"aroA"	"aroK"	"atoC"	"bglJ"	"cbpA"	"cls"	"dedA"	"deoA"	"dgsA"	"dgt"	"dinG"	"dnaX"	"dppD"	"dusB"	"fbp"	"fis"	"frmB"	"fruK"	"fusA"	"glgC"	"glgP"	"glmM"	"glmS"	"glpE"	"glpF"	"glpG"	"glpR"	"glpT"	"gltL"	"hemA"	"hemL"	"hsdR"	"iclR"	"ilvE"	"ilvG"	"ilvL"	"infB"	"kpsD"	"kpsE"	"kpsM"	"malQ"	"metH"	"metJ"	"metW"	"mrdA"	"mrdB"	"mreB"	"mreC"	"mreD"	"nrdR"	"nusA"	"ompR"	"orn"	"pbpG"	"poxA"	"prc"	"pta"	"rep"	"rhlB"	"rho"	"rluB"	"rnc"	"rpoA"	"rpoB"	"rpoC"	"rpoD"	"rpoH"	"rpsA"	"rpsR"	"rssB"	"sbmA"	"sdaC"	"secF"	"tap"	"thrB"	"thrS"	"tktB"	"tldD"	"treF"	"truB"	"uspA"	"wbbD"	"wcaI"	"wzyE"	"yahG"	"ybaL"	"ybhJ"	"ydaE"	"ydbD"	"ydcN"	"ydcU"	"ydgR"	"yecP"	"yehU"	"yfiB"	"ygaD"	"ygcN"	"yhiO"	"yiaG"	"yjcC"	"yjeP"	"yjgN"	"yjhA"	"ykgE"	"ynjA"
"thrS"	0	0	0	0.0258712408314354	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0205734457564479	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tktB"	0	0	0	-0.0571187390722044	0	0	0	0	0	0	0	0	0	0.0419046147338706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.084618679612107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0420212879405585	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"tldD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0793056650570425	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"treF"	0	0	0	0.0797645606323541	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0566727230742295	0	0	0	0	0	0	0	0	0	0	0	0.0599891863486683	0	0	0	0	0	0	0	0	0	0	0.0459760276582696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0579764362367462	0	0	0	0	0	0	1	0	0	0.0556029450075904	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"truB"	0	0	0	0.0408213805799134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0981864790459415	0	0.0791921567562754	0	0	0.0159956959694093	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0480080964598927	0	0	0	0	0	0	0	0	0	0.0641364457719274	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"uspA"	0	0	0	-0.0989200978727278	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0417585799008858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0390061619507684	0	0	0	0	0	0.0382201192727807	0	0	0	0	0	0	0	0	0
"wbbD"	0	0	0	0.0736387154051978	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.05126801700577	0	0	0	0	0	0	0	0	0	0	0	0.0537756937569375	0	0	0	0	0	0	0	0	0	0	0.0387286896354962	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.051560903030769	0	0	0	0	0	0	0.0556029450075904	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"wcaI"	0	0	0	-0.165321312678288	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00605166330106869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"wzyE"	0	0	0	0.153354254705013	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0114876027771613	0	0	0	0	0	0	0.0532715843803426	0	0	0	0	0	0	0	0	0.0195304130330639	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.00489558083459762	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"yahG"	0	0	0	-0.0629871066179946	0	0	0	0	0	0	0	0	0	0	0	0.108954613865946	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0335915246711735	0	0	0	0	0.0737965726983747	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0206403007222299	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.0750000731599849	0	0	0	0	0	0	0	0	0	0	0
"ybaL"	0	0	0	-0.154602787489056	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0349945721084673	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ybhJ"	0	0	0	0.0951407691442713	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0344055895471057	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0284607219649585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00489558083459762	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ydaE"	0	0	0	-0.0223829441924374	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0267614573664566	0	0	0	0.0867604038042801	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0592780848984003	0	0	0	0.0951447653875898	0	0.082571864450698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0676297940159157	0	0	0	0	0	0	0.0876068423450495	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ydbD"	0	0	0	0.0638414652292707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0189485611111116	0.133621594152246	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0132138285966018	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.00110488324043657	0	0.0338069054703682	0	0	0
"ydcN"	0	0	0	-0.139966140764346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0633488128381216	0	0	0	0	0	0	0	0.0202325957371154	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0390061619507684	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0.0668270259060566	0	0	0	0	0	0	0	0	0
"ydcU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
"ydgR"	0	0	0	0.000925147806113258	0	0	0	0	0.0277344706480413	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0405119686955061	0	0	0	0	0.0567473271389528	0	0	0	0.0997754905985198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0651644869160032	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0.0842197338560655	0	0	0	0	0	0	0	0
"yecP"	0	0	0	-0.0258156664582931	0	0	0	0	0	0	0.0635181952129682	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0647354430891958	0	0	0	0	0.0699899405880169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0
"yehU"	0	0	0	-0.0465737318206379	0	0	0	0	0	0	0	0.0271804263271596	0	0	0.029489926676824	0.0495114785945344	0.0739807923300852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0508859077292284	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0304597793187553	0.0383660861667143	0	0	0	0	0	0	0	0.016357589845326	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0750000731599849	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.00271050977782258
"yfiB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
"ygaD"	0	0	0	-0.13933607989684	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0629598113616481	0	0	0	0	0	0	0	0.0194882975156393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0382201192727807	0	0	0	0	0	0	0	0	0.0668270259060566	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
"ygcN"	0	0	0	0.000231751794434734	0	0	0	0	0.00710540927934827	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0390573553768715	0	0	0	0	0.0331523061543576	0	0	0	0.0896304501778386	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0506131078519706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0842197338560655	0	0	0	0	1	0	0	0	0	0	0	0	0
"yhiO"	0	0	0	0.136772748780315	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0719491412061345	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0373921677880261	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
"yiaG"	0	0	0.0439793456099786	0.0669472317655462	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0605615705467519	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0284100206497146	0	0	0	0	0	0	0	0	0	0.0279376486282484	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0294190231649715	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
"yjcC"	0	0	0	0.0551963148887585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0979728481417984	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00110488324043657	0	0	0	0	0	0	0	0	0	0	1	0	0.00523818228282895	0	0	0
"yjeP"	0	0	0	0.111888653250406	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00386214335827942	0	0	0	0	0	-0.12573782057577	0	0	0	0	0	0	0	-0.000685093163747184	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0479072199612993	0	0	0	0	0	0	0	0	0	0	0	0	0.0674744989697166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0
"yjgN"	0	0	0	0.0644333404318515	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0224089516406128	0.137389945275282	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0168774999837634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0338069054703682	0	0	0	0	0	0	0	0	0	0	0.00523818228282895	0	1	0	0	0
"yjhA"	0	0	0	0.0233381398223949	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0472824781415742	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0
"ykgE"	0	0	0	-0.192015541227649	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.00757885900827797	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"ynjA"	0	0	0	0	0	0	0	0	0	0	0	0.0140351528662039	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0904101781589447	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0262599860283826	0	0	0	0	0	0	0	0.00224106368699952	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00271050977782258	0	0	0	0	0	0	0	0	0	0	1
