Generations	Iteration	k_max
25250	215	138
25250	216	139
25250	217	139
25250	218	140
25250	219	139
25250	220	139
25250	221	139
25250	222	139
25250	223	138
25250	224	140
25250	225	138
25250	226	138
25250	227	139
25250	228	138
25250	229	138
25250	230	137
25250	231	139
25250	232	139
25250	233	139
25250	234	139
25250	235	140
25250	236	139
25250	237	139
25250	238	138
25250	239	139
25250	240	139
25250	241	139
25250	242	138
25250	243	139
25250	244	138
25250	245	138
25250	246	139
25250	247	138
25250	248	138
25250	249	139
25250	250	140
25250	251	139
25250	252	140
25250	253	139
25250	254	139
25250	255	139
25250	256	139
25250	257	138
25250	258	139
25250	259	139
25250	260	138
25250	261	139
25250	262	139
25250	263	138
25250	264	139
25250	265	139
25250	266	139
25250	267	138
25250	268	139
25250	269	139
25250	270	139
25250	271	139
25250	272	138
25250	273	140
25250	274	139
25250	275	139
25250	276	138
25250	277	138
25250	278	138
25250	279	138
25250	280	138
25250	281	140
25250	282	138
25250	283	139
25250	284	138
25250	285	139
25250	286	138
25250	287	139
25250	288	138
25250	289	137
25250	290	139
25250	291	139
25250	292	138
25250	293	138
25250	294	139
25250	295	140
25250	296	138
25250	297	138
25250	298	139
25250	299	139
25250	300	139
25250	301	139
25250	302	137
25250	303	138
25250	304	138
25250	305	139
25250	306	138
25250	307	138
25250	308	139
25250	309	139
25250	310	138
25250	311	139
25250	312	137
25250	313	138
25250	314	140
25250	315	139
25250	316	139
25250	317	138
25250	318	139
25250	319	139
25250	320	139
25250	321	140
25250	322	139
25250	323	139
25250	324	138
25250	325	140
25250	326	139
25250	327	140
25250	328	138
25250	329	138
25250	330	140
25250	331	138
25250	332	138
25250	333	139
25250	334	139
25250	335	138
25250	336	139
25250	337	139
25250	338	137
25250	339	139
25250	340	139
25250	341	138
25250	342	139
25250	343	138
25250	344	139
25250	345	138
25250	346	138
25250	347	138
25250	348	138
25250	349	138
25250	350	138
25250	351	139
25250	352	138
25250	353	138
25250	354	139
25250	355	139
25250	356	139
25250	357	138
25250	358	139
25250	359	139
25250	360	139
25250	361	138
25250	362	138
25250	363	139
25250	364	139
25250	365	139
25250	366	138
25250	367	140
25250	368	140
25250	369	138
25250	370	138
25250	371	139
25250	372	139
25250	373	139
25250	374	139
25250	375	140
25250	376	139
25250	377	138
25250	378	138
25250	379	138
25250	380	139
25250	381	139
25250	382	138
25250	383	138
25250	384	138
25250	385	138
25250	386	138
25250	387	140
25250	388	138
25250	389	138
25250	390	139
25250	391	138
25250	392	140
25250	393	140
25250	394	139
25250	395	139
25250	396	140
25250	397	138
25250	398	140
25250	399	139
25250	400	139
25250	401	138
25250	402	138
25250	403	138
25250	404	139
25250	405	139
25250	406	139
25250	407	138
25250	408	140
25250	409	138
25250	410	139
25250	411	139
25250	412	140
25250	413	138
25250	414	139
25250	415	139
25250	416	139
25250	417	140
25250	418	138
25250	419	140
25250	420	138
25250	421	138
25250	422	140
25250	423	139
25250	424	137
25250	425	138
25250	426	139
25250	427	139
25250	428	138
25250	429	139
25250	430	138
25250	431	139
25250	432	138
25250	433	139
25250	434	139
25250	435	138
25250	436	139
25250	437	139
25250	438	139
25250	439	138
25250	440	139
25250	441	138
25250	442	139
25250	443	138
25250	444	139
25250	445	139
25250	446	138
25250	447	139
25250	448	138
25250	449	139
25250	450	139
25250	451	139
25250	452	139
25250	453	138
25250	454	139
25250	455	138
25250	456	139
25250	457	139
25250	458	138
25250	459	139
25250	460	139
25250	461	138
25250	462	139
25250	463	139
25250	464	139
25250	465	138
25250	466	139
25250	467	138
25250	468	138
25250	469	138
25250	470	139
25250	471	138
25250	472	140
25250	473	139
25250	474	140
25250	475	139
25250	476	137
25250	477	138
25250	478	139
25250	479	138
25250	480	139
25250	481	139
25250	482	139
25250	483	139
25250	484	139
25250	485	139
25250	486	139
25250	487	138
25250	488	139
25250	489	138
25250	490	138
25250	491	139
25250	492	137
25250	493	138
25250	494	139
25250	495	138
25250	496	138
25250	497	138
25250	498	138
25250	499	138
25250	500	139
25250	501	139
25250	502	138
25250	503	138
25250	504	139
25250	505	138
25250	506	139
25250	507	138
25250	508	138
25250	509	138
25250	510	139
25250	511	139
25250	512	139
25250	513	139
25250	514	139
25250	515	138
25250	516	138
25250	517	139
25250	518	139
25250	519	138
25250	520	139
25250	521	138
25250	522	138
25250	523	138
25250	524	139
25250	525	139
25250	526	138
25250	527	140
25250	528	138
25250	529	138
25250	530	139
25250	531	140
25250	532	139
25250	533	139
25250	534	139
25250	535	138
25250	536	138
25250	537	139
25250	538	138
25250	539	139
25250	540	138
25250	541	138
25250	542	138
25250	543	140
25250	544	138
25250	545	138
25250	546	137
25250	547	139
25250	548	138
25250	549	137
25250	550	138
25250	551	138
25250	552	139
25250	553	140
25250	554	140
25250	555	139
25250	556	138
25250	557	138
25250	558	139
25250	559	138
25250	560	139
25250	561	138
25250	562	138
25250	563	139
25250	564	138
25250	565	139
25250	566	139
25250	567	139
25250	568	138
25250	569	138
25250	570	139
25250	571	139
25250	572	139
25250	573	139
25250	574	138
25250	575	139
25250	576	139
25250	577	139
25250	578	139
25250	579	139
25250	580	139
25250	581	139
25250	582	138
25250	583	139
25250	584	140
25250	585	138
25250	586	138
25250	587	138
25250	588	139
25250	589	138
25250	590	139
25250	591	138
25250	592	140
25250	593	138
25250	594	140
25250	595	139
25250	596	139
25250	597	139
25250	598	138
25250	599	139
25250	600	139
25250	601	139
25250	602	138
25250	603	139
25250	604	139
25250	605	139
25250	606	139
25250	607	138
25250	608	138
25250	609	139
25250	610	138
25250	611	139
25250	612	138
25250	613	138
25250	614	138
25250	615	139
25250	616	138
25250	617	138
25250	618	138
25250	619	138
25250	620	139
25250	621	138
25250	622	139
25250	623	140
25250	624	138
25250	625	140
25250	626	138
25250	627	139
25250	628	140
25250	629	139
25250	630	138
25250	631	138
25250	632	140
25250	633	139
25250	634	139
25250	635	138
25250	636	139
25250	637	139
25250	638	139
25250	639	140
25250	640	139
25250	641	139
25250	642	138
25250	643	138
25250	644	140
25250	645	138
25250	646	138
25250	647	138
25250	648	139
25250	649	138
25250	650	138
25250	651	138
25250	652	138
25250	653	138
25250	654	138
25250	655	139
25250	656	139
25250	657	138
25250	658	138
25250	659	139
25250	660	138
25250	661	139
25250	662	139
25250	663	138
25250	664	139
25250	665	139
25250	666	138
25250	667	140
25250	668	139
25250	669	138
25250	670	140
25250	671	139
25250	672	139
25250	673	139
25250	674	139
25250	675	138
25250	676	138
25250	677	139
25250	678	139
25250	679	139
25250	680	138
25250	681	139
25250	682	138
25250	683	138
25250	684	139
25250	685	138
25250	686	138
25250	687	139
25250	688	139
25250	689	138
25250	690	138
25250	691	138
25250	692	139
25250	693	140
25250	694	139
25250	695	139
25250	696	138
25250	697	138
25250	698	139
25250	699	139
25250	700	139
25250	701	138
25250	702	139
25250	703	138
25250	704	138
25250	705	138
25250	706	139
25250	707	139
25250	708	139
25250	709	138
25250	710	137
25250	711	138
25250	712	139
25250	713	139
25250	714	139
25250	715	139
25250	716	139
25250	717	139
25250	718	138
25250	719	138
25250	720	140
25250	721	139
25250	722	139
25250	723	138
25250	724	139
25250	725	139
25250	726	138
25250	727	139
25250	728	138
25250	729	139
25250	730	139
25250	731	139
25250	732	139
25250	733	138
25250	734	138
25250	735	139
25250	736	138
25250	737	138
25250	738	137
25250	739	140
25250	740	139
25250	741	139
25250	742	139
25250	743	139
25250	744	138
25250	745	138
25250	746	139
25250	747	138
25250	748	138
25250	749	138
25250	750	138
25250	751	139
25250	752	138
25250	753	139
25250	754	139
25250	755	138
25250	756	139
25250	757	139
25250	758	139
25250	759	139
25250	760	138
25250	761	139
25250	762	140
25250	763	138
25250	764	138
25250	765	139
25250	766	138
25250	767	138
25250	768	140
25250	769	139
25250	770	138
25250	771	139
25250	772	138
25250	773	139
25250	774	137
25250	775	138
25250	776	138
25250	777	139
25250	778	138
25250	779	140
25250	780	137
25250	781	138
25250	782	138
25250	783	138
25250	784	138
25250	785	139
25250	786	140
25250	787	139
25250	788	139
25250	789	140
25250	790	139
25250	791	138
25250	792	139
25250	793	140
25250	794	139
25250	795	139
25250	796	138
25250	797	139
25250	798	140
25250	799	139
25250	800	139
25250	801	138
25250	802	140
25250	803	138
25250	804	140
25250	805	138
25250	806	138
25250	807	140
25250	808	139
25250	809	139
25250	810	140
25250	811	138
25250	812	139
25250	813	138
25250	814	139
25250	815	140
25250	816	139
25250	817	138
25250	818	139
25250	819	138
25250	820	140
25250	821	139
25250	822	139
25250	823	139
25250	824	140
25250	825	138
25250	826	139
25250	827	139
25250	828	139
25250	829	138
25250	830	138
25250	831	138
25250	832	139
25250	833	139
25250	834	140
25250	835	138
25250	836	140
25250	837	138
25250	838	139
25250	839	138
25250	840	138
25250	841	139
25250	842	140
25250	843	139
25250	844	140
25250	845	139
25250	846	138
25250	847	139
25250	848	138
25250	849	140
25250	850	139
25250	851	139
25250	852	140
25250	853	139
25250	854	139
25250	855	139
25250	856	138
25250	857	138
25250	858	138
25250	859	139
25250	860	139
25250	861	140
25250	862	139
25250	863	140
25250	864	139
25250	865	138
25250	866	139
25250	867	139
25250	868	140
25250	869	138
25250	870	139
25250	871	140
25250	872	139
25250	873	140
25250	874	138
25250	875	138
25250	876	138
25250	877	140
25250	878	138
25250	879	138
25250	880	140
25250	881	140
25250	882	137
25250	883	138
25250	884	139
25250	885	138
25250	886	138
25250	887	139
25250	888	139
25250	889	139
25250	890	139
25250	891	139
25250	892	139
25250	893	138
25250	894	139
25250	895	138
25250	896	138
25250	897	138
25250	898	138
25250	899	138
25250	900	138
25250	901	138
25250	902	139
25250	903	138
25250	904	137
25250	905	138
25250	906	139
25250	907	138
25250	908	140
25250	909	139
25250	910	139
25250	911	139
25250	912	138
25250	913	140
25250	914	138
25250	915	140
25250	916	139
25250	917	138
25250	918	138
25250	919	139
25250	920	140
25250	921	139
25250	922	139
25250	923	139
25250	924	139
25250	925	139
25250	926	138
25250	927	140
25250	928	138
25250	929	138
25250	930	138
25250	931	138
25250	932	139
25250	933	139
25250	934	139
25250	935	139
25250	936	139
25250	937	139
25250	938	138
25250	939	138
25250	940	139
25250	941	138
25250	942	140
25250	943	139
25250	944	138
25250	945	138
25250	946	140
25250	947	139
25250	948	138
25250	949	139
25250	950	139
25250	951	139
25250	952	139
25250	953	138
25250	954	139
25250	955	138
25250	956	138
25250	957	139
25250	958	138
25250	959	139
25250	960	139
25250	961	137
25250	962	139
25250	963	139
25250	964	138
25250	965	140
25250	966	138
25250	967	138
25250	968	139
25250	969	138
25250	970	138
25250	971	139
25250	972	138
25250	973	138
25250	974	139
25250	975	138
25250	976	139
25250	977	139
25250	978	140
25250	979	139
25250	980	138
25250	981	138
25250	982	139
25250	983	138
25250	984	140
25250	985	138
25250	986	139
25250	987	139
25250	988	139
25250	989	139
25250	990	138
25250	991	139
25250	992	139
25250	993	139
25250	994	139
25250	995	138
25250	996	137
25250	997	139
25250	998	139
25250	999	139
46250	0	209
46250	1	209
46250	2	209
46250	3	209
46250	4	210
46250	5	209
46250	6	210
46250	7	209
46250	8	210
46250	9	209
46250	10	210
46250	11	209
46250	12	209
46250	13	209
46250	14	208
46250	15	209
46250	16	209
46250	17	210
46250	18	209
46250	19	209
46250	20	209
46250	21	209
46250	22	208
46250	23	210
46250	24	210
46250	25	209
46250	26	210
46250	27	209
46250	28	210
46250	29	210
46250	30	208
46250	31	210
46250	32	209
46250	33	209
46250	34	210
46250	35	209
46250	36	209
46250	37	209
46250	38	210
46250	39	209
46250	40	209
46250	41	209
46250	42	209
46250	43	210
46250	44	209
46250	45	209
46250	46	209
46250	47	209
46250	48	210
46250	49	208
46250	50	210
46250	51	210
46250	52	209
46250	53	210
46250	54	210
46250	55	210
46250	56	208
46250	57	210
46250	58	210
46250	59	210
46250	60	210
46250	61	209
46250	62	210
46250	63	210
46250	64	209
46250	65	209
46250	66	209
46250	67	209
46250	68	210
46250	69	209
46250	70	210
46250	71	210
46250	72	209
46250	73	209
46250	74	210
46250	75	209
46250	76	210
46250	77	209
46250	78	210
46250	79	209
46250	80	209
46250	81	210
46250	82	210
46250	83	209
46250	84	209
46250	85	209
46250	86	210
46250	87	210
46250	88	210
46250	89	209
46250	90	209
46250	91	209
46250	92	209
46250	93	209
46250	94	209
46250	95	209
46250	96	209
46250	97	209
46250	98	209
46250	99	209
46250	100	210
46250	101	210
46250	102	210
46250	103	209
46250	104	209
46250	105	209
46250	106	209
46250	107	210
46250	108	210
46250	109	209
46250	110	209
46250	111	209
46250	112	209
46250	113	209
46250	114	209
46250	115	210
46250	116	209
46250	117	209
46250	118	210
46250	119	209
46250	120	210
46250	121	209
46250	122	210
46250	123	209
46250	124	210
46250	125	210
46250	126	209
46250	127	210
46250	128	210
46250	129	209
46250	130	209
46250	131	210
46250	132	209
46250	133	210
46250	134	210
46250	135	210
46250	136	209
46250	137	210
46250	138	210
46250	139	210
46250	140	209
46250	141	209
46250	142	210
46250	143	210
46250	144	210
46250	145	210
46250	146	209
46250	147	210
46250	148	210
46250	149	209
46250	150	210
46250	151	210
46250	152	210
46250	153	209
46250	154	209
46250	155	209
46250	156	209
46250	157	210
46250	158	209
46250	159	210
46250	160	209
46250	161	210
46250	162	209
46250	163	209
46250	164	209
46250	165	209
46250	166	209
46250	167	209
46250	168	209
46250	169	209
46250	170	209
46250	171	210
46250	172	209
46250	173	209
46250	174	209
46250	175	209
46250	176	209
46250	177	209
46250	178	210
46250	179	209
46250	180	209
46250	181	209
46250	182	209
46250	183	209
46250	184	208
46250	185	209
46250	186	209
46250	187	209
46250	188	210
46250	189	210
46250	190	209
46250	191	209
46250	192	209
46250	193	209
46250	194	210
46250	195	209
46250	196	210
46250	197	209
46250	198	209
46250	199	209
46250	200	209
46250	201	209
46250	202	209
46250	203	209
46250	204	210
46250	205	210
46250	206	209
46250	207	209
46250	208	209
46250	209	209
46250	210	209
46250	211	209
46250	212	209
46250	213	210
46250	214	210
46250	215	210
46250	216	209
46250	217	209
46250	218	210
46250	219	210
46250	220	209
46250	221	210
46250	222	210
46250	223	209
46250	224	210
46250	225	210
46250	226	209
46250	227	210
46250	228	208
46250	229	209
46250	230	209
46250	231	209
46250	232	209
46250	233	209
46250	234	209
46250	235	209
46250	236	210
46250	237	209
46250	238	210
46250	239	209
46250	240	209
46250	241	210
46250	242	210
46250	243	209
46250	244	210
46250	245	210
46250	246	209
46250	247	209
46250	248	209
46250	249	209
46250	250	210
46250	251	209
46250	252	210
46250	253	210
46250	254	210
46250	255	209
46250	256	209
46250	257	209
46250	258	209
46250	259	209
46250	260	208
46250	261	209
46250	262	210
46250	263	209
46250	264	209
46250	265	210
46250	266	210
46250	267	209
46250	268	209
46250	269	210
46250	270	209
46250	271	209
46250	272	209
46250	273	210
46250	274	209
46250	275	209
46250	276	209
46250	277	210
46250	278	209
46250	279	209
46250	280	209
46250	281	209
46250	282	209
46250	283	209
46250	284	209
46250	285	209
46250	286	209
46250	287	209
46250	288	210
46250	289	210
46250	290	209
46250	291	209
46250	292	209
46250	293	209
46250	294	210
46250	295	210
46250	296	209
46250	297	210
46250	298	209
46250	299	209
46250	300	209
46250	301	209
46250	302	209
46250	303	210
46250	304	209
46250	305	209
46250	306	210
46250	307	210
46250	308	209
46250	309	209
46250	310	209
46250	311	209
46250	312	209
46250	313	209
46250	314	209
46250	315	209
46250	316	209
46250	317	210
46250	318	209
46250	319	210
46250	320	209
46250	321	210
46250	322	209
46250	323	210
46250	324	209
46250	325	210
46250	326	210
46250	327	208
46250	328	210
46250	329	209
46250	330	208
46250	331	209
46250	332	210
46250	333	209
46250	334	210
46250	335	210
46250	336	209
46250	337	210
46250	338	210
46250	339	210
46250	340	210
46250	341	210
46250	342	209
46250	343	209
46250	344	209
46250	345	209
46250	346	209
46250	347	209
46250	348	209
46250	349	209
46250	350	209
46250	351	209
46250	352	209
46250	353	210
46250	354	209
46250	355	209
46250	356	209
46250	357	210
46250	358	210
46250	359	208
46250	360	209
46250	361	209
46250	362	209
46250	363	209
46250	364	209
46250	365	209
46250	366	209
46250	367	209
46250	368	209
46250	369	209
46250	370	209
46250	371	209
46250	372	209
46250	373	208
46250	374	210
46250	375	210
46250	376	209
46250	377	209
46250	378	209
46250	379	209
46250	380	209
46250	381	209
46250	382	209
46250	383	210
46250	384	209
46250	385	209
46250	386	209
46250	387	209
46250	388	209
46250	389	209
46250	390	209
46250	391	210
46250	392	209
46250	393	210
46250	394	209
46250	395	209
46250	396	209
46250	397	209
46250	398	210
46250	399	210
46250	400	209
46250	401	209
46250	402	210
46250	403	209
46250	404	210
46250	405	209
46250	406	210
46250	407	209
46250	408	209
46250	409	209
46250	410	209
46250	411	209
46250	412	210
46250	413	210
46250	414	210
46250	415	210
46250	416	210
46250	417	209
46250	418	210
46250	419	209
46250	420	209
46250	421	209
46250	422	209
46250	423	209
46250	424	210
46250	425	210
46250	426	209
46250	427	209
46250	428	209
46250	429	210
46250	430	210
46250	431	210
46250	432	209
46250	433	209
46250	434	209
46250	435	209
46250	436	209
46250	437	209
46250	438	209
46250	439	209
46250	440	209
46250	441	209
46250	442	209
46250	443	209
46250	444	209
46250	445	210
46250	446	210
46250	447	209
46250	448	209
46250	449	208
46250	450	209
46250	451	210
46250	452	209
46250	453	210
46250	454	209
46250	455	209
46250	456	210
46250	457	210
46250	458	210
46250	459	210
46250	460	209
46250	461	210
46250	462	210
46250	463	209
46250	464	208
46250	465	209
46250	466	210
46250	467	210
46250	468	209
46250	469	210
46250	470	209
46250	471	210
46250	472	210
46250	473	209
46250	474	209
46250	475	209
46250	476	209
46250	477	209
46250	478	209
46250	479	210
46250	480	209
46250	481	210
46250	482	209
46250	483	209
46250	484	209
46250	485	210
46250	486	210
46250	487	210
46250	488	209
46250	489	209
46250	490	208
46250	491	209
46250	492	209
46250	493	209
46250	494	209
46250	495	209
46250	496	209
46250	497	209
46250	498	210
46250	499	209
46250	500	209
46250	501	210
46250	502	209
46250	503	209
46250	504	209
46250	505	210
46250	506	210
46250	507	210
46250	508	209
46250	509	209
46250	510	210
46250	511	209
46250	512	210
46250	513	210
46250	514	210
46250	515	209
46250	516	209
46250	517	209
46250	518	209
46250	519	209
46250	520	210
46250	521	209
46250	522	210
46250	523	209
46250	524	209
46250	525	210
46250	526	209
46250	527	210
46250	528	210
46250	529	209
46250	530	209
46250	531	209
46250	532	210
46250	533	209
46250	534	210
46250	535	209
46250	536	210
46250	537	209
46250	538	209
46250	539	209
46250	540	209
46250	541	209
46250	542	209
46250	543	209
46250	544	209
46250	545	210
46250	546	210
46250	547	210
46250	548	209
46250	549	210
46250	550	209
46250	551	210
46250	552	209
46250	553	210
46250	554	210
46250	555	209
46250	556	210
46250	557	209
46250	558	209
46250	559	210
46250	560	209
46250	561	209
46250	562	210
46250	563	210
46250	564	209
46250	565	209
46250	566	209
46250	567	209
46250	568	209
46250	569	209
46250	570	210
46250	571	209
46250	572	210
46250	573	209
46250	574	209
46250	575	209
46250	576	210
46250	577	209
46250	578	209
46250	579	209
46250	580	208
46250	581	210
46250	582	210
46250	583	209
46250	584	210
46250	585	210
46250	586	209
46250	587	209
46250	588	210
46250	589	209
46250	590	210
46250	591	210
46250	592	210
46250	593	210
46250	594	210
46250	595	210
46250	596	209
46250	597	209
46250	598	209
46250	599	209
46250	600	210
46250	601	209
46250	602	209
46250	603	209
46250	604	208
46250	605	209
46250	606	209
46250	607	210
46250	608	210
46250	609	209
46250	610	210
46250	611	209
46250	612	210
46250	613	209
46250	614	209
46250	615	209
46250	616	209
46250	617	209
46250	618	209
46250	619	210
46250	620	210
46250	621	209
46250	622	208
46250	623	208
46250	624	210
46250	625	209
46250	626	209
46250	627	209
46250	628	209
46250	629	210
46250	630	209
46250	631	209
46250	632	209
46250	633	209
46250	634	210
46250	635	208
46250	636	209
46250	637	210
46250	638	210
46250	639	210
46250	640	208
46250	641	210
46250	642	210
46250	643	209
46250	644	209
46250	645	209
46250	646	208
46250	647	210
46250	648	209
46250	649	210
46250	650	209
46250	651	209
46250	652	210
46250	653	209
46250	654	209
46250	655	209
46250	656	210
46250	657	209
46250	658	210
46250	659	209
46250	660	210
46250	661	209
46250	662	209
46250	663	210
46250	664	209
46250	665	209
46250	666	209
46250	667	209
46250	668	209
46250	669	210
46250	670	209
46250	671	209
46250	672	210
46250	673	209
46250	674	209
46250	675	210
46250	676	208
46250	677	210
46250	678	209
46250	679	209
46250	680	209
46250	681	209
46250	682	209
46250	683	209
46250	684	209
46250	685	210
46250	686	209
46250	687	209
46250	688	209
46250	689	210
46250	690	210
46250	691	210
46250	692	209
46250	693	209
46250	694	209
46250	695	209
46250	696	209
46250	697	209
46250	698	209
46250	699	209
46250	700	208
46250	701	209
46250	702	210
46250	703	210
46250	704	209
46250	705	209
46250	706	210
46250	707	209
46250	708	209
46250	709	209
46250	710	210
46250	711	209
46250	712	210
46250	713	209
46250	714	209
46250	715	210
46250	716	210
46250	717	209
46250	718	209
46250	719	209
46250	720	209
46250	721	209
46250	722	209
46250	723	209
46250	724	210
46250	725	209
46250	726	209
46250	727	210
46250	728	210
46250	729	209
46250	730	209
46250	731	209
46250	732	210
46250	733	209
46250	734	210
46250	735	210
46250	736	209
46250	737	208
46250	738	209
46250	739	210
46250	740	209
46250	741	210
46250	742	209
46250	743	209
46250	744	210
46250	745	209
46250	746	209
46250	747	209
46250	748	210
46250	749	209
46250	750	209
46250	751	209
46250	752	210
46250	753	209
46250	754	209
46250	755	209
46250	756	210
46250	757	209
46250	758	209
46250	759	209
46250	760	210
46250	761	209
46250	762	209
46250	763	209
46250	764	209
46250	765	210
46250	766	209
46250	767	209
46250	768	209
46250	769	209
46250	770	209
46250	771	209
46250	772	210
46250	773	209
46250	774	210
46250	775	209
46250	776	209
46250	777	208
46250	778	210
46250	779	209
46250	780	209
46250	781	209
46250	782	209
46250	783	209
46250	784	210
46250	785	209
46250	786	209
46250	787	210
46250	788	210
46250	789	210
46250	790	210
46250	791	209
46250	792	209
46250	793	209
46250	794	209
46250	795	209
46250	796	209
46250	797	209
46250	798	209
46250	799	209
46250	800	210
46250	801	210
46250	802	209
46250	803	210
46250	804	210
46250	805	210
46250	806	209
46250	807	210
46250	808	209
46250	809	209
46250	810	209
46250	811	210
46250	812	210
46250	813	210
46250	814	210
46250	815	210
46250	816	210
46250	817	210
46250	818	209
46250	819	209
46250	820	210
46250	821	209
46250	822	209
46250	823	209
46250	824	209
46250	825	209
46250	826	209
46250	827	210
46250	828	210
46250	829	209
46250	830	210
46250	831	209
46250	832	210
46250	833	209
46250	834	209
46250	835	209
46250	836	209
46250	837	209
46250	838	210
46250	839	210
46250	840	210
46250	841	209
46250	842	209
46250	843	209
46250	844	209
46250	845	209
46250	846	210
46250	847	209
46250	848	209
46250	849	209
46250	850	210
46250	851	209
46250	852	209
46250	853	210
46250	854	209
46250	855	209
46250	856	210
46250	857	209
46250	858	208
46250	859	209
46250	860	210
46250	861	209
46250	862	209
46250	863	210
46250	864	210
46250	865	209
46250	866	209
46250	867	209
46250	868	209
46250	869	209
46250	870	209
46250	871	210
46250	872	209
46250	873	209
46250	874	209
46250	875	210
46250	876	210
46250	877	210
46250	878	210
46250	879	209
46250	880	208
46250	881	210
46250	882	210
46250	883	208
46250	884	209
46250	885	209
46250	886	209
46250	887	209
46250	888	209
46250	889	210
46250	890	209
46250	891	210
46250	892	209
46250	893	209
46250	894	208
46250	895	209
46250	896	210
46250	897	210
46250	898	209
46250	899	209
46250	900	210
46250	901	209
46250	902	210
46250	903	209
46250	904	210
46250	905	210
46250	906	209
46250	907	209
46250	908	208
46250	909	209
46250	910	209
46250	911	208
46250	912	210
46250	913	210
46250	914	210
46250	915	210
46250	916	209
46250	917	210
46250	918	209
46250	919	209
46250	920	208
46250	921	208
46250	922	210
46250	923	209
46250	924	209
46250	925	209
46250	926	208
46250	927	208
46250	928	209
46250	929	209
46250	930	209
46250	931	209
46250	932	209
46250	933	209
46250	934	210
46250	935	210
46250	936	209
46250	937	209
46250	938	209
46250	939	209
46250	940	209
46250	941	209
46250	942	209
46250	943	209
46250	944	210
46250	945	209
46250	946	210
46250	947	209
46250	948	209
46250	949	209
46250	950	209
46250	951	209
46250	952	209
46250	953	209
46250	954	209
46250	955	209
46250	956	209
46250	957	209
46250	958	209
46250	959	210
46250	960	210
46250	961	209
46250	962	209
46250	963	210
46250	964	210
46250	965	209
46250	966	210
46250	967	210
46250	968	209
46250	969	210
46250	970	210
46250	971	210
46250	972	209
46250	973	209
46250	974	209
46250	975	210
46250	976	210
46250	977	209
46250	978	209
46250	979	210
46250	980	210
46250	981	209
46250	982	209
46250	983	209
46250	984	210
46250	985	209
46250	986	208
46250	987	209
46250	988	210
46250	989	209
46250	990	208
46250	991	209
46250	992	210
46250	993	210
46250	994	209
46250	995	209
46250	996	209
46250	997	209
46250	998	210
46250	999	209
42750	0	194
42750	1	194
42750	2	193
42750	3	194
42750	4	194
42750	5	193
42750	6	194
42750	7	193
42750	8	194
42750	9	194
42750	10	193
42750	11	193
42750	12	193
42750	13	193
42750	14	194
42750	15	193
42750	16	194
42750	17	194
42750	18	194
42750	19	193
42750	20	193
42750	21	194
42750	22	194
42750	23	194
42750	24	193
42750	25	193
42750	26	193
42750	27	194
42750	28	194
42750	29	193
42750	30	194
42750	31	194
42750	32	193
42750	33	194
42750	34	193
42750	35	193
42750	36	194
42750	37	193
42750	38	194
42750	39	193
42750	40	193
42750	41	194
42750	42	194
42750	43	193
42750	44	193
42750	45	194
42750	46	194
42750	47	192
42750	48	193
42750	49	193
42750	50	194
42750	51	194
42750	52	193
42750	53	193
42750	54	194
42750	55	193
42750	56	193
42750	57	193
42750	58	194
42750	59	194
42750	60	194
42750	61	194
42750	62	194
42750	63	193
42750	64	193
42750	65	194
42750	66	194
42750	67	194
42750	68	194
42750	69	194
42750	70	193
42750	71	193
42750	72	194
42750	73	193
42750	74	193
42750	75	193
42750	76	193
42750	77	194
42750	78	194
42750	79	194
42750	80	194
42750	81	193
42750	82	193
42750	83	193
42750	84	193
42750	85	194
42750	86	193
42750	87	193
42750	88	193
42750	89	194
42750	90	193
42750	91	193
42750	92	194
42750	93	194
42750	94	193
42750	95	192
42750	96	194
42750	97	193
42750	98	193
42750	99	194
42750	100	194
42750	101	194
42750	102	192
42750	103	194
42750	104	193
42750	105	193
42750	106	193
42750	107	194
42750	108	193
42750	109	194
42750	110	194
42750	111	193
42750	112	194
42750	113	193
42750	114	193
42750	115	192
42750	116	194
42750	117	194
42750	118	193
42750	119	193
42750	120	194
42750	121	193
42750	122	193
42750	123	193
42750	124	193
42750	125	193
42750	126	194
42750	127	194
42750	128	193
42750	129	193
42750	130	193
42750	131	193
42750	132	194
42750	133	194
42750	134	194
42750	135	194
42750	136	193
42750	137	193
42750	138	194
42750	139	193
42750	140	194
42750	141	193
42750	142	194
42750	143	193
42750	144	194
42750	145	194
42750	146	193
42750	147	194
42750	148	194
42750	149	193
42750	150	193
42750	151	193
42750	152	194
42750	153	194
42750	154	193
42750	155	194
42750	156	194
42750	157	194
42750	158	193
42750	159	194
42750	160	193
42750	161	194
42750	162	193
42750	163	194
42750	164	193
42750	165	193
42750	166	194
42750	167	194
42750	168	193
42750	169	193
42750	170	193
42750	171	194
42750	172	193
42750	173	194
42750	174	194
42750	175	193
42750	176	193
42750	177	193
42750	178	194
42750	179	193
42750	180	194
42750	181	193
42750	182	193
42750	183	193
42750	184	194
42750	185	194
42750	186	193
42750	187	193
42750	188	193
42750	189	193
42750	190	193
42750	191	194
42750	192	193
42750	193	194
42750	194	192
42750	195	194
42750	196	194
42750	197	193
42750	198	194
42750	199	193
42750	200	193
42750	201	193
42750	202	194
42750	203	193
42750	204	193
42750	205	194
42750	206	194
42750	207	194
42750	208	193
42750	209	194
42750	210	194
42750	211	193
42750	212	193
