Cov	Iteration	euc_z_score	euc_percent	eig_percent	mcd_percent_k1	mcd_percent_k3
0.1	963	0.405351717341	0.654	0.939	0.657	0.708
0.1	964	-0.832921921322	0.201	0.505	0.241	0.179
0.1	965	0.376068112318	0.659	0.517	0.626	0.744
0.1	966	-0.682093709918	0.251	0.776	0.75	0.225
0.1	967	0.404955323762	0.67	0.438	0.125	0.419
0.1	968	0.419692193376	0.658	0.389	0.527	0.522
0.1	969	0.383208584688	0.645	0.859	0.721	0.592
0.1	970	1.54816604765	0.943	0.414	0.457	0.946
0.1	971	0.263241775405	0.613	0.244	0.156	0.579
0.1	972	-0.172157196484	0.434	0.437	0.421	0.44
0.1	973	0.254145163303	0.593	0.488	0.789	0.539
0.1	974	-0.336451594577	0.364	0.081	0.08	0.582
0.1	975	2.70102435506	0.996	0.565	0.956	0.994
0.1	976	-1.60403938345	0.051	0.45	0.781	0.057
0.1	977	1.46572744467	0.924	0.815	0.905	0.91
0.1	978	1.63136844925	0.941	0.572	0.841	0.914
0.1	979	0.926056747963	0.822	0.098	0.965	0.74
0.1	980	1.67176806338	0.945	0.867	0.921	0.928
0.1	981	1.35805143263	0.919	0.732	0.849	0.874
0.1	982	0.604972573502	0.722	0.038	0.384	0.579
0.1	983	-0.600844132155	0.282	0.142	0.458	0.32
0.1	984	-0.266716932906	0.392	0.817	0.724	0.357
0.1	985	-1.29435816981	0.103	0.549	0.489	0.029
0.1	986	-0.519181549644	0.297	0.266	0.146	0.12
0.1	987	-0.789563864961	0.222	0.238	0.165	0.235
0.1	988	0.780803865295	0.785	0.793	0.764	0.736
0.1	989	-0.017877522568	0.498	0.567	0.38	0.35
0.1	990	1.67290421345	0.952	0.973	0.885	0.916
0.1	991	2.16822975135	0.979	0.564	0.648	0.982
0.1	992	0.530484756074	0.693	0.707	0.218	0.772
0.1	993	1.59407741186	0.952	0.535	0.723	0.967
0.1	994	0.73609458865	0.77	0.394	0.812	0.676
0.1	995	0.653335041166	0.745	0.961	0.735	0.462
0.1	996	0.260637931254	0.603	0.454	0.604	0.733
0.1	997	0.700389716373	0.761	0.903	0.824	0.885
0.1	998	0.715008896341	0.77	0.788	0.58	0.594
0.1	999	0.802518689127	0.795	0.976	0.937	0.692
0.15	0	1.34949446908	0.908	0.372	0.689	0.834
0.15	1	4.82992484378	1.0	1.0	1.0	1.0
0.15	2	2.44926362985	0.993	0.982	0.943	0.997
0.15	3	3.11415908411	0.997	0.965	0.946	0.984
0.15	4	1.19503564644	0.888	0.586	0.713	0.681
0.15	5	2.18348172512	0.981	0.738	0.837	0.951
0.15	6	0.67500335479	0.764	0.388	0.471	0.86
0.15	7	0.335252086138	0.642	0.404	0.591	0.562
0.15	8	1.32796000639	0.909	0.786	0.135	0.668
0.15	9	0.172076886614	0.583	0.567	0.822	0.539
0.15	10	1.93650416057	0.974	0.504	0.702	0.952
0.15	11	0.0446276164803	0.523	0.837	0.714	0.488
0.15	12	0.88206896427	0.818	0.898	0.98	0.789
0.15	13	2.00418196984	0.978	0.183	0.682	0.964
0.15	14	1.84446378199	0.964	0.304	0.617	0.965
0.15	15	1.87713521913	0.972	0.876	0.976	0.945
0.15	16	3.42378292614	0.999	0.235	0.93	0.999
0.15	17	0.713071369933	0.766	0.76	0.476	0.355
0.15	18	1.01529428987	0.838	0.948	0.327	0.723
0.15	19	-1.85858161843	0.031	0.564	0.018	0.032
0.15	20	2.78483292488	0.998	0.633	0.897	0.996
0.15	21	2.299173735	0.982	0.97	0.995	0.979
0.15	22	1.51345472023	0.934	0.071	0.842	0.858
0.15	23	0.775895782636	0.792	0.54	0.481	0.809
0.15	24	0.609263813983	0.732	0.873	0.789	0.53
0.15	25	-0.233450919185	0.428	0.369	0.705	0.485
0.15	26	2.20028231349	0.991	0.845	0.859	0.91
0.15	27	0.77301711667	0.78	0.321	0.963	0.809
0.15	28	0.126344826208	0.547	0.56	0.378	0.459
0.15	29	1.35169028285	0.904	0.138	0.666	0.898
0.15	30	2.6967838328	0.994	0.605	0.98	0.998
0.15	31	0.286264284029	0.603	0.72	0.605	0.537
0.15	32	0.345486311115	0.635	0.918	0.653	0.536
0.15	33	0.955635897776	0.829	0.421	0.658	0.804
0.15	34	-0.356565266669	0.365	0.275	0.133	0.301
0.15	35	0.110945397153	0.556	0.798	0.742	0.393
0.15	36	2.02862116963	0.972	0.763	0.934	0.896
0.15	37	-0.791288763107	0.21	0.368	0.223	0.07
0.15	38	1.06532025673	0.855	0.209	0.357	0.776
0.15	39	4.46586825507	1.0	0.983	1.0	1.0
0.15	40	2.08009823392	0.979	0.606	0.951	0.989
0.15	41	0.309260904349	0.619	0.853	0.908	0.698
0.15	42	1.13904131758	0.86	0.921	0.83	0.845
0.15	43	3.15386583363	0.999	0.404	0.949	0.997
0.15	44	0.712692469614	0.772	0.799	0.472	0.656
0.15	45	0.128631166393	0.55	0.341	0.566	0.633
0.15	46	2.82810344082	0.997	0.838	0.595	0.985
0.15	47	2.51813500365	0.988	0.956	0.987	0.989
0.15	48	2.81549886827	0.996	0.994	0.998	1.0
0.15	49	2.18379329681	0.986	0.918	0.945	0.974
0.15	50	1.83945870691	0.965	0.436	0.572	0.942
0.15	51	-1.27492551925	0.101	0.075	0.307	0.15
0.15	52	1.42703145097	0.934	0.776	0.347	0.88
0.15	53	2.05368756462	0.979	0.826	0.9	0.969
0.15	54	0.551333658861	0.713	0.099	0.52	0.729
0.15	55	2.54028690772	0.998	0.913	0.972	0.998
0.15	56	1.48977821632	0.925	0.356	0.868	0.97
0.15	57	1.73433576854	0.952	0.385	0.76	0.924
0.15	58	1.47519276524	0.932	0.998	0.924	0.806
0.15	59	1.66032566692	0.953	0.71	0.761	0.899
0.15	60	1.23044772501	0.894	0.276	0.436	0.885
0.15	61	0.69771470993	0.768	0.961	0.912	0.805
0.15	62	2.2727905493	0.988	0.894	0.932	0.995
0.15	63	0.852373678861	0.796	0.095	0.615	0.77
0.15	64	-0.473519842801	0.326	0.319	0.049	0.246
0.15	65	0.0640084417966	0.54	0.893	0.693	0.567
0.15	66	2.87156853658	1.0	0.811	0.938	0.999
0.15	67	0.585245857005	0.72	0.639	0.311	0.376
0.15	68	-0.211069753272	0.408	0.458	0.179	0.385
0.15	69	3.17628695817	0.999	0.698	0.82	0.999
0.15	70	0.651594012653	0.739	0.638	0.298	0.608
0.15	71	2.9501893764	0.999	0.728	0.941	0.994
0.15	72	1.65677941256	0.95	0.571	0.996	0.983
0.15	73	1.84014277557	0.971	0.982	0.984	0.963
0.15	74	1.44588633281	0.918	0.84	0.862	0.954
0.15	75	0.50851362902	0.688	0.613	0.574	0.526
0.15	76	0.989382305654	0.842	0.952	0.177	0.804
0.15	77	0.824843717299	0.804	0.368	0.509	0.771
0.15	78	1.55963713752	0.941	0.753	0.922	0.987
0.15	79	0.20302106684	0.58	0.548	0.512	0.619
0.15	80	2.50782490181	0.989	0.821	0.99	0.995
0.15	81	2.13468807236	0.982	0.192	0.716	0.969
0.15	82	1.78217080451	0.962	0.922	0.512	0.816
0.15	83	2.0358732218	0.967	0.744	0.909	0.974
0.15	84	2.8215540071	0.998	1.0	0.998	0.992
0.15	85	-0.796836302739	0.207	0.278	0.274	0.263
0.15	86	-0.96303354567	0.177	0.139	0.472	0.34
0.15	87	2.54460324453	0.991	0.915	0.984	0.987
0.15	88	0.987323737185	0.842	0.823	0.974	0.898
0.15	89	0.326454497581	0.639	0.911	0.915	0.655
0.15	90	1.36423536407	0.9	0.969	0.459	0.485
0.15	91	1.5205362342	0.931	0.995	0.923	0.929
0.15	92	1.62379466186	0.949	0.926	0.69	0.917
0.15	93	2.51123647407	0.991	0.691	0.768	0.989
0.15	94	1.05259298737	0.858	0.485	0.789	0.841
0.15	95	2.78163476612	0.997	0.894	0.818	0.98
0.15	96	-0.203601659793	0.428	0.208	0.731	0.569
0.15	97	-0.13883232168	0.449	0.645	0.209	0.487
0.15	98	2.87248194291	0.999	0.704	0.941	0.999
0.15	99	3.21419993057	1.0	0.684	0.973	0.997
0.15	100	2.01830698505	0.973	0.549	0.666	0.946
0.15	101	-0.0923357448185	0.463	0.194	0.435	0.563
0.15	102	1.19981354462	0.878	0.687	0.846	0.862
0.15	103	3.61706697464	1.0	0.722	0.879	1.0
0.15	104	-2.11208317867	0.012	0.072	0.184	0.033
0.15	105	1.64923600728	0.947	0.505	0.965	0.897
0.15	106	0.403534122619	0.661	0.559	0.162	0.568
0.15	107	0.787766611817	0.78	0.607	0.914	0.893
0.15	108	0.700750694941	0.757	0.915	0.937	0.777
0.15	109	-0.170854498438	0.433	0.645	0.722	0.426
0.15	110	1.73258352544	0.95	0.518	0.708	0.943
0.15	111	1.96241351668	0.973	0.775	0.632	0.863
0.15	112	1.72176505623	0.954	0.575	0.903	0.834
0.15	113	0.479966121114	0.688	0.144	0.421	0.838
0.15	114	1.4026082853	0.925	0.301	0.279	0.747
0.15	115	1.81783118512	0.967	0.631	0.809	0.901
0.15	116	1.19698923968	0.869	0.811	0.922	0.835
0.15	117	0.645627096129	0.734	0.042	0.497	0.754
0.15	118	1.26685378492	0.893	0.734	0.751	0.938
0.15	119	0.216525076752	0.598	0.447	0.394	0.725
0.15	120	-0.031341445572	0.489	0.921	0.236	0.398
0.15	121	2.97071462625	0.996	0.714	0.93	0.995
0.15	122	-0.626941454201	0.262	0.555	0.178	0.147
0.15	123	1.20218572336	0.886	1.0	1.0	0.891
0.15	124	1.50653354827	0.932	0.417	0.611	0.858
0.15	125	1.11644721912	0.861	0.357	0.684	0.746
0.15	126	-0.0656425046559	0.479	0.05	0.393	0.598
0.15	127	1.74345315079	0.948	0.847	0.661	0.835
0.15	128	1.50731579671	0.93	0.991	0.963	0.941
0.15	129	0.0307489213034	0.48	0.598	0.625	0.472
0.15	130	-0.300873418568	0.371	0.692	0.692	0.801
0.15	131	1.79031327068	0.965	0.734	0.916	0.977
0.15	132	-0.839554150139	0.192	0.115	0.155	0.241
0.15	133	0.976474598748	0.837	0.403	0.863	0.717
0.15	134	1.2455277437	0.899	0.556	0.838	0.936
0.15	135	0.340940741307	0.643	0.678	0.256	0.411
0.15	136	0.0735603797714	0.534	0.218	0.069	0.519
0.15	137	2.35314105744	0.987	0.303	0.901	0.984
0.15	138	3.00868685999	0.997	0.982	0.986	0.991
0.15	139	1.14211389639	0.868	0.632	0.518	0.75
0.15	140	2.99123824103	0.999	0.646	0.932	0.999
0.15	141	0.569683223711	0.722	0.702	0.874	0.865
0.15	142	-0.547401656939	0.302	0.089	0.132	0.191
0.15	143	0.802368720682	0.781	0.821	0.997	0.837
0.15	144	1.68270402159	0.945	0.358	0.81	0.943
0.15	145	2.38972585146	0.987	0.685	0.349	0.985
0.15	146	2.45281414323	0.987	0.565	0.744	0.996
0.15	147	2.56203670116	0.99	0.806	0.8	0.973
0.15	148	-0.64983354161	0.249	0.378	0.067	0.261
0.15	149	3.63517489724	1.0	0.848	0.724	0.999
0.15	150	2.27235608604	0.988	0.717	0.892	0.964
0.15	151	0.583823751652	0.725	0.816	0.534	0.7
0.15	152	0.390252379849	0.665	0.326	0.083	0.532
0.15	153	0.733543260996	0.777	0.831	0.775	0.783
0.15	154	-0.11931628532	0.457	0.165	0.028	0.48
0.15	155	1.56722899472	0.941	0.673	0.876	0.91
0.15	156	-1.25614516532	0.101	0.887	0.497	0.057
0.15	157	0.352785854356	0.639	0.203	0.797	0.667
0.15	158	1.27548300966	0.904	0.146	0.721	0.957
0.15	159	0.902852744241	0.812	0.736	0.271	0.775
0.15	160	1.97096377512	0.973	0.718	0.742	0.952
0.15	161	3.68722928154	1.0	0.77	1.0	1.0
0.15	162	0.490777735887	0.688	0.442	0.734	0.587
0.15	163	4.29501697593	1.0	0.92	0.999	1.0
0.15	164	0.587380697156	0.732	0.612	0.307	0.586
0.15	165	2.37616343826	0.989	0.964	0.711	0.965
0.15	166	2.5846414397	0.987	0.962	0.906	0.97
0.15	167	0.93844429847	0.825	0.142	0.535	0.799
0.15	168	1.42219018717	0.924	0.473	0.476	0.879
0.15	169	-0.242559439231	0.402	0.436	0.621	0.313
0.15	170	0.682860956854	0.757	0.361	0.731	0.918
0.15	171	2.54227974693	0.992	0.474	0.847	0.99
0.15	172	0.0335217846793	0.521	0.448	0.283	0.387
0.15	173	2.89301380865	0.999	0.43	0.928	0.999
0.15	174	2.57337810471	0.996	0.859	0.982	0.978
0.15	175	3.47460737153	0.999	0.192	0.935	0.997
0.15	176	0.343615318538	0.638	0.7	0.901	0.713
0.15	177	-0.36561059609	0.356	0.147	0.651	0.372
0.15	178	1.51718202114	0.946	0.748	0.802	0.761
0.15	179	1.10073874323	0.865	0.924	0.981	0.711
0.15	180	-0.49901680675	0.298	0.65	0.499	0.448
0.15	181	0.762361731133	0.782	0.831	0.313	0.828
0.15	182	1.18343568771	0.874	0.637	0.974	0.972
0.15	183	0.657097834093	0.741	0.922	0.501	0.644
0.15	184	1.43031821284	0.922	0.734	0.935	0.959
0.15	185	3.58564257037	1.0	0.891	0.986	1.0
0.15	186	-0.108651866585	0.456	0.616	0.045	0.349
0.15	187	0.459632005897	0.676	0.065	0.207	0.336
0.15	188	0.947948514287	0.832	0.46	0.937	0.735
0.15	189	1.43925165907	0.926	0.367	0.689	0.957
0.15	190	1.36752573385	0.91	0.542	0.381	0.83
0.15	191	0.982199569027	0.843	0.799	0.565	0.718
0.15	192	-0.00922335519158	0.519	0.59	0.69	0.303
0.15	193	0.781394408782	0.779	0.318	0.754	0.788
0.15	194	1.32063605964	0.914	0.739	0.983	0.924
0.15	195	-0.515863532608	0.298	0.199	0.342	0.332
0.15	196	1.00164765755	0.848	0.688	0.869	0.96
0.15	197	1.1306395245	0.867	0.847	0.408	0.873
0.15	198	0.29312278415	0.613	0.092	0.387	0.558
0.15	199	3.23769776	1.0	0.676	0.725	1.0
0.15	200	0.333453930194	0.631	0.269	0.68	0.652
0.15	201	0.764553916255	0.776	0.881	0.767	0.688
0.15	202	0.493177265663	0.672	0.433	0.146	0.759
0.15	203	1.33966071146	0.91	0.758	0.747	0.871
0.15	204	0.152334568784	0.56	0.722	0.621	0.774
0.15	205	2.65209479448	0.995	0.989	0.986	0.997
0.15	206	0.984603029738	0.827	0.611	0.879	0.692
0.15	207	1.03569679426	0.851	0.875	0.813	0.905
0.15	208	2.01761075973	0.972	0.903	0.643	0.96
0.15	209	0.808708967947	0.805	0.559	0.391	0.765
0.15	210	2.27065783081	0.985	0.589	0.985	0.986
0.15	211	1.17713722752	0.874	0.848	0.96	0.843
0.15	212	1.08470197128	0.864	0.601	0.101	0.701
0.15	213	0.74605394282	0.784	0.809	0.796	0.593
0.15	214	-0.713789759106	0.242	0.466	0.4	0.335
0.15	215	1.53082094176	0.931	0.915	0.886	0.888
0.15	216	0.886209658817	0.821	0.696	0.688	0.784
0.15	217	0.795912227765	0.793	0.236	0.713	0.753
0.15	218	0.763874313224	0.792	0.936	0.987	0.649
0.15	219	0.176358977671	0.59	0.447	0.196	0.45
0.15	220	-1.10614253159	0.133	0.285	0.132	0.123
0.15	221	2.28362330756	0.989	0.847	0.933	0.978
0.15	222	2.6116059433	0.999	0.99	0.994	0.998
0.15	223	3.64559326419	1.0	0.994	0.953	1.0
0.15	224	2.40387896445	0.991	0.844	0.954	0.978
0.15	225	2.19331683076	0.989	0.999	0.999	0.979
0.15	226	1.19622505743	0.88	0.196	0.616	0.812
0.15	227	1.354010463	0.916	0.391	0.863	0.974
0.15	228	1.36742409885	0.92	0.137	0.226	0.942
0.15	229	3.94798967921	1.0	0.926	0.988	1.0
0.15	230	1.44166435412	0.921	0.671	0.982	0.858
0.15	231	-2.09952255727	0.01	0.017	0.179	0.01
0.15	232	1.45081844438	0.923	0.541	0.974	0.907
0.15	233	0.96426537908	0.838	0.42	0.512	0.67
0.15	234	1.46810804437	0.929	0.828	0.823	0.811
0.15	235	1.69289281134	0.949	0.875	1.0	0.976
0.15	236	1.1602041737	0.873	0.355	0.824	0.799
0.15	237	1.27999829881	0.894	0.271	0.62	0.897
0.15	238	1.60813045184	0.942	0.402	0.928	0.901
0.15	239	1.04819153382	0.846	0.268	0.681	0.865
0.15	240	1.45981949042	0.923	0.522	0.747	0.867
0.15	241	1.19240504403	0.881	0.439	0.559	0.873
0.15	242	0.59365609545	0.71	0.294	0.585	0.677
0.15	243	1.03278179626	0.842	0.983	0.876	0.693
0.15	244	2.47196899504	0.988	0.494	0.797	0.979
0.15	245	0.311918344046	0.62	0.713	0.703	0.638
0.15	246	1.53509257448	0.928	0.731	0.815	0.931
0.15	247	-0.228078829518	0.406	0.493	0.408	0.345
0.15	248	1.69277948279	0.949	0.999	1.0	0.953
0.15	249	2.16265528805	0.982	0.956	0.941	0.953
0.15	250	1.04415860184	0.86	0.707	0.802	0.9
0.15	251	1.84154238703	0.969	0.301	0.915	0.988
0.15	252	0.383803941022	0.655	0.974	0.622	0.268
0.15	253	1.14222610904	0.865	0.752	0.916	0.86
0.15	254	1.06233776021	0.852	0.234	0.898	0.786
0.15	255	-0.134911615356	0.463	0.836	0.392	0.651
0.15	256	0.919266241401	0.82	0.214	0.621	0.824
0.15	257	0.434389980837	0.666	0.329	0.024	0.395
0.15	258	0.321351128699	0.619	0.159	0.419	0.435
0.15	259	2.36444734449	0.992	0.743	0.971	0.997
0.15	260	1.26468084894	0.891	0.383	0.6	0.848
0.15	261	0.642545782869	0.746	0.451	0.797	0.66
0.15	262	0.489544256358	0.692	0.404	0.236	0.387
0.15	263	1.97755645185	0.972	0.902	0.593	0.956
0.15	264	-0.115472188523	0.448	0.034	0.349	0.619
0.15	265	0.992706806892	0.841	0.256	0.751	0.872
0.15	266	4.64887237621	1.0	0.96	0.996	1.0
0.15	267	2.70282331474	0.998	0.942	0.943	0.989
0.15	268	-0.0567674827173	0.477	0.298	0.196	0.351
0.15	269	1.20843270729	0.87	0.538	0.965	0.864
0.15	270	1.43622821607	0.929	0.592	0.826	0.95
0.15	271	-0.0395851885256	0.49	0.435	0.648	0.613
0.15	272	0.358728747403	0.632	0.48	0.284	0.421
0.15	273	1.47934568501	0.928	0.641	0.721	0.794
0.15	274	0.990195848118	0.837	0.829	0.965	0.828
0.15	275	1.15053700974	0.88	0.558	0.966	0.842
0.15	276	2.07765610835	0.98	0.554	0.953	0.948
0.15	277	0.0568799822752	0.531	0.106	0.047	0.561
0.15	278	2.48394321426	0.996	0.756	0.803	0.99
0.15	279	0.891173653549	0.815	0.878	0.491	0.653
0.15	280	1.24883686291	0.886	0.632	0.911	0.875
0.15	281	0.415252985162	0.652	0.617	0.785	0.699
0.15	282	2.9242426604	1.0	0.708	0.966	0.991
0.15	283	2.48041236412	0.99	0.871	0.993	0.986
0.15	284	0.825122416797	0.795	0.584	0.682	0.881
0.15	285	1.21105164205	0.889	0.472	0.875	0.758
0.15	286	-0.809440250342	0.2	0.506	0.292	0.116
0.15	287	1.56198245963	0.932	0.794	0.885	0.852
0.15	288	0.641073825323	0.732	0.576	0.62	0.601
0.15	289	2.0534312833	0.977	0.843	0.999	0.987
0.15	290	0.285060215625	0.607	0.384	0.468	0.525
0.15	291	3.73876447844	1.0	0.943	0.98	1.0
0.15	292	2.59306972307	0.992	0.845	0.987	0.997
0.15	293	0.512525727152	0.712	0.134	0.433	0.654
0.15	294	0.854090109523	0.8	0.272	0.645	0.746
0.15	295	1.9434577103	0.966	0.707	0.665	0.944
0.15	296	1.65424116169	0.949	0.638	0.541	0.911
0.15	297	1.8102051016	0.968	0.6	0.703	0.935
0.15	298	-0.513753554	0.302	0.388	0.075	0.292
0.15	299	3.10216158819	0.999	0.849	0.984	0.999
0.15	300	1.94962055559	0.976	0.622	0.916	0.974
0.15	301	2.75499165694	0.993	0.778	0.998	0.995
0.15	302	1.98156079694	0.972	0.534	0.953	0.99
0.15	303	-0.51599077818	0.314	0.266	0.15	0.163
0.15	304	1.50942711941	0.932	0.411	0.566	0.946
0.15	305	1.15318102273	0.879	0.294	0.831	0.66
0.15	306	2.19034878129	0.985	0.737	0.923	0.975
0.15	307	0.00622723008149	0.523	0.663	0.74	0.358
0.15	308	1.99942905349	0.969	0.584	0.909	0.983
0.15	309	1.68100251464	0.943	0.544	0.553	0.938
0.15	310	2.24344941235	0.985	0.439	0.746	0.989
0.15	311	1.36032289544	0.921	0.768	0.765	0.884
0.15	312	1.11618775529	0.868	0.842	0.89	0.763
0.15	313	0.405567323492	0.652	0.414	0.052	0.436
0.15	314	1.82321825214	0.958	0.979	0.923	0.943
0.15	315	2.19145219006	0.985	0.955	0.978	0.99
0.15	316	0.197345210181	0.595	0.35	0.235	0.603
0.15	317	1.98715427901	0.976	0.804	0.993	0.979
0.15	318	3.35119202627	0.999	0.973	0.89	0.999
0.15	319	1.04119082902	0.847	0.798	0.962	0.864
0.15	320	0.02900514147	0.52	0.731	0.948	0.449
0.15	321	0.24849785232	0.598	0.855	0.794	0.73
0.15	322	0.780170359135	0.781	0.844	0.944	0.74
0.15	323	1.27150996109	0.897	0.309	0.681	0.777
0.15	324	0.310625876277	0.641	0.311	0.71	0.55
0.15	325	1.73131928325	0.954	0.884	0.493	0.807
0.15	326	1.86215447702	0.967	0.997	0.575	0.932
0.15	327	-1.06769007257	0.142	0.09	0.033	0.28
0.15	328	0.845569756588	0.8	0.67	0.696	0.874
0.15	329	1.43517664353	0.919	0.66	0.844	0.897
0.15	330	0.250465121352	0.592	0.223	0.769	0.588
0.15	331	1.03941809529	0.848	0.762	0.845	0.789
0.15	332	0.468483011373	0.707	0.094	0.406	0.757
0.15	333	0.664546309512	0.744	0.848	0.828	0.567
0.15	334	0.836343697675	0.79	0.974	0.835	0.772
0.15	335	1.5227272561	0.921	0.825	0.235	0.788
0.15	336	1.25093603469	0.896	0.274	0.118	0.857
0.15	337	2.60685616304	0.995	0.781	0.981	0.998
0.15	338	1.38907333239	0.916	0.89	0.874	0.929
0.15	339	2.15460863193	0.986	0.767	0.929	0.956
0.15	340	0.339481305687	0.643	0.522	0.844	0.706
0.15	341	3.14503391689	1.0	0.976	0.999	0.989
0.15	342	1.19150114163	0.891	0.594	0.688	0.742
0.15	343	2.04435550717	0.972	0.453	0.932	0.992
0.15	344	0.486735785109	0.695	0.518	0.939	0.653
0.15	345	0.356452912505	0.644	0.217	0.635	0.739
0.15	346	1.71056068653	0.956	0.605	0.765	0.94
0.15	347	-0.170919749909	0.433	0.251	0.649	0.421
0.15	348	-0.266372214888	0.405	0.036	0.514	0.213
0.15	349	2.09029086015	0.983	0.982	0.999	0.997
0.15	350	0.395499212621	0.647	0.616	0.802	0.65
0.15	351	0.637445475849	0.738	0.965	0.613	0.76
0.15	352	0.657782601862	0.755	0.533	0.107	0.61
0.15	353	-0.701258864209	0.233	0.059	0.202	0.153
0.15	354	2.66801577817	0.997	0.561	0.956	0.998
0.15	355	0.979979292595	0.829	0.734	0.954	0.877
0.15	356	0.515489385276	0.701	0.986	0.904	0.643
0.15	357	0.581308153872	0.715	0.126	0.351	0.726
0.15	358	2.08655770724	0.973	0.92	0.538	0.972
0.15	359	1.44081148521	0.929	0.641	0.866	0.91
0.15	360	-0.881155967558	0.194	0.989	0.799	0.262
0.15	361	2.4422741931	0.99	0.509	0.78	0.994
0.15	362	-0.423122709905	0.354	0.145	0.176	0.309
0.15	363	0.726140817274	0.786	0.644	0.877	0.789
0.15	364	-0.176710819616	0.427	0.065	0.329	0.35
0.15	365	1.87650077649	0.971	0.989	0.989	0.912
0.15	366	1.31065238136	0.907	0.333	0.452	0.941
0.15	367	2.43294665817	0.993	0.89	0.943	0.968
0.15	368	2.20880405056	0.987	0.814	0.747	0.976
0.15	369	0.560538526571	0.71	0.404	0.857	0.685
0.15	370	0.380669011433	0.656	0.309	0.64	0.483
0.15	371	0.486827871975	0.69	0.812	0.455	0.68
0.15	372	0.433483978443	0.672	0.49	0.432	0.675
0.15	373	0.195256528703	0.57	0.939	0.815	0.243
0.15	374	1.14237649176	0.872	0.554	0.709	0.93
0.15	375	2.88726109007	0.999	0.573	0.885	0.996
0.15	376	2.2704075526	0.987	0.854	0.94	0.984
0.15	377	0.868984235378	0.812	0.234	0.577	0.88
0.15	378	3.92821977022	1.0	0.645	0.879	0.998
0.15	379	1.16075743771	0.875	0.922	0.975	0.856
0.15	380	-0.492234753665	0.314	0.912	0.641	0.123
0.15	381	4.07039608937	1.0	0.996	0.992	1.0
0.15	382	2.09049549327	0.975	0.718	0.992	0.981
0.15	383	1.29354015324	0.901	0.367	0.672	0.896
0.15	384	0.764474726427	0.777	0.71	0.407	0.608
0.15	385	0.361607809725	0.645	0.704	0.689	0.576
0.15	386	0.768778279139	0.776	0.08	0.227	0.736
0.15	387	2.91448865	0.996	0.943	0.917	0.996
0.15	388	-0.681843902278	0.266	0.404	0.412	0.146
0.15	389	0.464038489987	0.702	0.684	0.757	0.657
0.15	390	0.806745368519	0.788	0.904	0.979	0.838
0.15	391	0.270666756386	0.608	0.09	0.378	0.841
0.15	392	-0.347771361013	0.373	0.371	0.32	0.396
0.15	393	0.843426485627	0.81	0.964	0.502	0.655
0.15	394	3.53109926308	0.999	0.634	0.912	0.996
0.15	395	1.97995658038	0.973	0.746	0.939	0.925
0.15	396	0.628954001689	0.733	0.618	0.799	0.768
0.15	397	4.74409965795	1.0	0.985	0.996	1.0
0.15	398	0.366066402069	0.64	0.83	0.805	0.592
0.15	399	0.971345919659	0.822	0.333	0.668	0.805
0.15	400	0.967597944307	0.834	0.77	0.611	0.873
0.15	401	-1.25017993548	0.095	0.46	0.556	0.114
0.15	402	1.29001170228	0.894	0.872	0.38	0.917
0.15	403	2.42679961643	0.991	0.65	0.94	0.999
0.15	404	1.05464216049	0.869	0.095	0.196	0.872
0.15	405	0.478910951396	0.706	0.598	0.465	0.677
0.15	406	0.528813209705	0.707	0.718	0.959	0.571
0.15	407	1.7514266123	0.956	0.998	1.0	0.936
0.15	408	-0.346604539835	0.36	0.765	0.071	0.22
0.15	409	-0.69907034102	0.25	0.065	0.134	0.151
0.15	410	1.28452455067	0.899	0.253	0.498	0.73
0.15	411	2.62918759143	0.997	0.674	0.98	0.997
0.15	412	-1.34877777332	0.088	0.372	0.328	0.068
0.15	413	0.242515337027	0.613	0.347	0.284	0.598
0.15	414	2.95936696127	0.998	0.987	0.865	0.984
0.15	415	0.446087096834	0.69	0.85	0.666	0.725
0.15	416	0.280856458435	0.604	0.849	0.848	0.637
0.15	417	1.62376074534	0.951	0.948	0.787	0.8
0.15	418	-0.323941807458	0.374	0.451	0.25	0.348
0.15	419	1.26665646301	0.894	0.494	0.867	0.927
0.15	420	2.0592358624	0.972	0.961	0.758	0.989
0.15	421	1.54210743434	0.944	0.193	0.911	0.898
0.15	422	1.51651505997	0.936	0.982	0.955	0.964
0.15	423	1.66841525897	0.953	0.61	0.656	0.951
0.15	424	0.751100577229	0.774	0.438	0.87	0.796
0.15	425	-0.511464577014	0.317	0.28	0.066	0.38
0.15	426	-0.0505309661878	0.483	0.89	0.914	0.454
0.15	427	0.109137963391	0.562	0.168	0.166	0.517
0.15	428	0.651046463122	0.749	0.469	0.621	0.7
0.15	429	1.51744086747	0.928	0.837	0.937	0.971
0.15	430	1.54085073457	0.937	0.929	0.976	0.903
0.15	431	0.667575058634	0.741	0.546	0.498	0.735
0.15	432	0.123184084122	0.55	0.211	0.816	0.675
0.15	433	0.443520720079	0.676	0.4	0.282	0.752
0.15	434	2.62495321586	0.993	0.971	0.787	0.989
0.15	435	2.26449985156	0.983	0.917	0.997	0.977
0.15	436	1.28208408191	0.901	0.859	0.506	0.673
0.15	437	3.15963996721	0.999	0.885	1.0	0.995
0.15	438	1.79688321289	0.958	0.154	0.828	0.953
0.15	439	2.8691092411	0.999	0.754	0.994	1.0
0.15	440	2.62927738664	0.992	0.604	0.799	0.971
