"ECB_00737"	"ECB_01992"	"ECB_02012"	"ECB_02797"	"ECB_02816"	"ECB_02852"	"ECB_03710"	"ECB_03722"	"acpP"	"acs"	"appC"	"appY"	"arcA"	"blr"	"cls"	"cpsG"	"cpxR"	"cycA"	"envZ"	"fabF"	"flgB"	"flu"	"galF"	"gltA"	"gmhB"	"hokB"	"hokD"	"hsdS"	"hslU"	"hupB"	"hyfA"	"iap"	"iclR"	"ilvL"	"infB"	"infC"	"lacZ"	"lon"	"lrp"	"malT"	"menC"	"metH"	"metJ"	"mntH"	"mokC"	"mreB"	"mreC"	"mtlD"	"nadR"	"narZ"	"nudC"	"oppD"	"pbpC"	"pflB"	"phoH"	"phoR"	"plsB"	"prlA"	"proX"	"pykA"	"pykF"	"rbsA"	"rbsB"	"rbsD"	"rbsR"	"recO"	"rfbB"	"rnb"	"rne"	"rpiR"	"rplF"	"rpsA"	"rpsC"	"sapA"	"sapF"	"speG"	"spoT"	"thiI"	"thrA"	"trkH"	"wzy"	"ybaE"	"ybaL"	"ybbN"	"ybcU"	"ybeB"	"ybeM"	"ybhP"	"ycdM"	"yceK"	"ycfC"	"yebY"	"yecE"	"yeeF"	"yeeI"	"yeeR"	"yeeU"	"yegO"	"yfaQ"	"yfcTU"	"yggM"	"yghS"	"ygjD"	"ygjG"	"yhdG"	"yhdJ"	"yicL"	"yieO"	"yihP"	"yjcE"	"yjeB"	"yjiX"	"yjjY"	"ylcG"	"yoaE"	"yqeB"	"yqhH"
"yecE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.114578071982723	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0904978275360321	0	0	0	0
"yeeF"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.179022756340191	0	0	0
"yeeI"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.10295906340393	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.092192445562854	0	0	0	0
"yeeR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0820641956544147	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0777407106220069	0	0	0	0
"yeeU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0927135031718485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0923107108133736	0	0	0	0
"yegO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0814826504143321	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0761214387739287	0	0	0	0
"yfaQ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.103007820611256	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.103131315127166	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0291345597836223	0	-0.00744535868077996	0	0	0
"yfcTU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0818546573531604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.0772460697021243	0	0	0	0
"yggM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.187330145625055	0	0	0
"yghS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.109484739206501	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.091222123290887	0	0	0	0
"ygjD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.187542268297654	0	0	0
"ygjG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0509348729722522	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.127752503924129	0	0	0	0
"yhdG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.446381850799133	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.000755599182993061	0	0	0	0
"yhdJ"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0996129790390688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.118953928503993	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.0214181304716443	0	0	0	0	0
"yicL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.190555345771418	0	0	0
"yieO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.12085945600162	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.0180689208139874	0.14517183950682	0	0	0
"yihP"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0965347231519028	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.117151983893287	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.0180199276611103	0	0	0	0	0
"yjcE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0515461509358704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.124097675994496	0	0	0	0
"yjeB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0372795401926582	0.131893815540706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.0892573025765294	0	0	0	0.0108857914190639
"yjiX"	0	0	0	-0.0218189984482055	0	0.0375407394045385	0	0	0	0	-0.0175857880440229	0	0	0.115044049791384	0.0292977036927422	0	-0.0244147564431635	0	0	0.0259325107777628	-0.0398988608480996	0	0	0	0	0.0786202742300577	0.00133651739485491	0.0241126720209203	0	0	0.0411896533283899	0	0	-0.11911333382921	0	0	0	-0.0141729368675304	-0.0304529898623085	0	0	0	0.0566267447372232	0	0	0	0	0.0320516944024011	0	0	0	0	0	0.005877502234415	0	0	0.0238970419637802	0	0	0.029608981539521	0	-0.0177433738303644	0	0	0.0357981282902616	0	0	-0.0153711636278105	0.0205476038812201	0	0	-0.0164188325433481	0	0	0	-0.0304714966561658	0	0	0	0	-0.0193483594531472	0	0	0	0	0.0469882792036227	0.0405383509568512	0	0.032008302722806	0	0	0	0	0	0	0	0	0	0.0291345597836223	0	0	0	0	0	0	-0.0214181304716443	0	0	-0.0180199276611103	0	0	1	0.0361215492587106	-0.0187254166870754	0	-0.016718022920881	0
"yjjY"	-0.0901344579342047	0.176009961990569	0	0	0.123136649168925	0	-0.0882024373670151	0.154024958623943	-0.0972269676879218	0.11865188422055	0	0.14295768194995	-0.0920737446937201	0.0765262219711986	0	0.1663102279109	0	-0.084932013206456	0	0	-0.00107986502706001	-0.0752811983255691	0	0	-0.0893741319157816	-0.00505857523524773	0	0	0	-0.0941767720589749	0	0	0	-0.102673611482655	0.152052187411364	0.145979826800724	-0.075587093324555	0	0	-0.0788000821986792	0	-0.0758770076037866	0	0.130345676239911	0	0	0	0	0	0	0.147495908898043	0	0.11645354351428	0	-0.0914665420148208	0.131149992496768	0	0	-0.0925878399676957	0	0	0	0.143366778022306	0	0	0	0	0	0	-0.0927369903669479	0	0	0	-0.0836531070775241	0.146387036636153	0	0	0.126700807229808	0.154275192595195	0	0	0.122481742493152	-0.00130604076457691	-0.092200612794972	0	-0.0199902392461081	0	0.144130662508091	0	0.17668316904471	-0.0901066301369839	-0.0988940870859559	-0.0904978275360321	0	-0.092192445562854	-0.0777407106220069	-0.0923107108133736	-0.0761214387739287	0	-0.0772460697021243	0	-0.091222123290887	0	0.127752503924129	0.000755599182993061	0	0	-0.0180689208139874	0	0.124097675994496	-0.0892573025765294	0.0361215492587106	1	0	-0.0826350426716558	0	-0.106013216907603
"ylcG"	0	0	0.186963610782758	0	0.141120727417126	-0.0236448737750037	0	0	0	0.135920728387335	0	0	0.110816710943286	0.0109661100494195	-0.00749477114284859	0	0	0	0.18246671171822	-0.196104915536267	0	0	-0.187673244771701	0.180742732050157	0	0.0134586551923254	0.00260391356478209	-0.192689229215345	0	0	-0.0280526456952518	0.186580729849443	-0.0674265939787017	-0.0188786501374879	0	0.179221863672891	0	0	0	0.0950535655488081	0.192854535414109	0.0917279913019977	-0.0414455412981179	0	0.103984507863138	-0.107346161439266	0.186234140982236	-0.0140927785316932	0.0667268785004099	0.159931735315422	0	0.190458016697992	0	0	0	0	0	0.181741241439003	0	-0.0087296350803821	0	0	0	-0.196678343713607	-0.0210025890872476	0.200135118463598	0.184650472558522	0	0	0	-0.196592845792884	0	-0.192164631283732	0	0	0	0.101174368219878	0	0	-0.183701218170045	0	0	-0.0192820645353814	0	0.220126492572969	-0.00652068962319404	-0.0274979911728181	0	-0.013857695052217	0	0	0	0	0.179022756340191	0	0	0	0	-0.00744535868077996	0	0.187330145625055	0	0.187542268297654	0	0	0	0.190555345771418	0.14517183950682	0	0	0	-0.0187254166870754	0	1	0	0	0
"yoaE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0870541961687135	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0826350426716558	0	1	0	0
"yqeB"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0952540743053134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.116361892880167	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.016718022920881	0	0	0	1	0
"yqhH"	0	0	0	0	0	0	0	0	0.037334915567941	0	0	0	0	0.0121861163259416	0	0	0	0	0	0	0	0	0	0	0	0.0905125905137166	0.147536761875173	0	0	0.0318271449829595	0	0	0	-0.0184194987083834	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0326453973435756	0	0	0	0	0	0.0385436610566303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0108857914190639	0	-0.106013216907603	0	0	0	1
