"ECB_00737"	"ECB_01992"	"ECB_02012"	"ECB_02797"	"ECB_02816"	"ECB_02852"	"ECB_03710"	"ECB_03722"	"acpP"	"acs"	"appC"	"appY"	"arcA"	"blr"	"cls"	"cpsG"	"cpxR"	"cycA"	"envZ"	"fabF"	"flgB"	"flu"	"galF"	"gltA"	"gmhB"	"hokB"	"hokD"	"hsdS"	"hslU"	"hupB"	"hyfA"	"iap"	"iclR"	"ilvL"	"infB"	"infC"	"lacZ"	"lon"	"lrp"	"malT"	"menC"	"metH"	"metJ"	"mntH"	"mokC"	"mreB"	"mreC"	"mtlD"	"nadR"	"narZ"	"nudC"	"oppD"	"pbpC"	"pflB"	"phoH"	"phoR"	"plsB"	"prlA"	"proX"	"pykF"	"rbsA"	"rbsB"	"rbsD"	"rbsR"	"recO"	"rfbB"	"rnb"	"rne"	"rpiR"	"rplF"	"rpsA"	"rpsC"	"sapA"	"sapF"	"speG"	"spoT"	"thiI"	"thrA"	"trkH"	"wzy"	"ybaE"	"ybaL"	"ybbN"	"ybcU"	"ybeB"	"ybeM"	"ybhP"	"ycdM"	"yceK"	"ycfC"	"yebY"	"yecE"	"yeeF"	"yeeI"	"yeeR"	"yeeU"	"yegO"	"yfaQ"	"yfcTU"	"yggM"	"yghS"	"ygjD"	"ygjG"	"yhdG"	"yhdJ"	"yicL"	"yieO"	"yihP"	"yjcE"	"yjeB"	"yjiX"	"yjjY"	"ylcG"	"yoaE"	"yqeB"	"yqhH"
"yeeR"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0847358652876901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0763130008898581	0	0	0	0
"yeeU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0950297157744376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0909369243091309	0	0	0	0
"yegO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0841234711107298	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0747277945187908	0	0	0	0
"yfaQ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09441562943478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.111775739032439	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.025827601534966	0	-0.0116160111042313	0	0	0
"yfcTU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0845876808134818	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.0758425535548496	0	0	0	0
"yggM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.187213115099163	0	0	0
"yghS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.111173576066959	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.0897566997094213	0	0	0	0
"ygjD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.187441639860023	0	0	0
"ygjG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0502470486763804	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.128902602936026	0	0	0	0
"yhdG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.439567271479901	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.000877818733178572	0	0	0	0
"yhdJ"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0907731631501346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129286236053677	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	-0.0176098009674379	0	0	0	0	0
"yicL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.190516699759093	0	0	0
"yieO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.122811874869979	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.0161594031930028	0.14496274431201	0	0	0
"yihP"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0876940598642001	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.1273255991421	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	-0.0141434889194631	0	0	0	0	0
"yjcE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0510233664095397	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.12517983268106	0	0	0	0
"yjeB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0387496280894001	0.132537936447556	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.0880331198753075	0	0	0	0.00996117825350646
"yjiX"	0	0	0	-0.0180153417642022	0	0.0337514164979395	0	0	0	0	-0.0137312632769683	0	0	0.114945380256071	0.0259373245004619	0	-0.0200782085807849	0	0	0.0203540990970505	-0.0359485763568559	0	0	0	0	0.077191925237805	0.00120089052563473	0.0185278507230164	0	0	0.0370028318505758	0	0	-0.133074514549958	0	0	0	-0.0103545958201235	-0.0261498613344857	0	0	0	0.0520037535641189	0	0	0	0	0.0286635137686518	0	0	0	0	0	0.00205953161915972	0	0	0.0221868783025234	0	0	0	-0.0139529564937249	0	0	0.032100170900195	0	0	-0.0114593453634117	0.0206947465297211	0	0	-0.012546723241539	0	0	0	-0.0261688294971493	0	0	0	0	-0.0155539419379628	0	0	0	0	0.0432199027413701	0.0364293142595898	0	0.0286168331997481	0	0	0	0	0	0	0	0	0	0.025827601534966	0	0	0	0	0	0	-0.0176098009674379	0	0	-0.0141434889194631	0	0	1	0.0351680805982447	-0.0230356634255327	0	-0.0128033324214828	0
"yjjY"	-0.0886468818390217	0.176860564853096	0	0	0.122598628512531	0	-0.0866791632929909	0.155109092014808	-0.0961085631494239	0.118171716842552	0	0.144091914852007	-0.093254993183547	0.0722687739854939	0	0.167813106449351	0	-0.0832503027534987	0	0	-0.001897864066506	-0.073657686105967	0	0	-0.088025968333288	-0.000887760432365414	0	0	0	-0.0925970456394871	0	0	0	-0.110451375809846	0.152000058730421	0.144133751791756	-0.074013394450828	0	0	-0.080062493102979	0	-0.0770845365906929	0	0.13129755998142	0	0	0	0	0	0	0.148494189048136	0	0.117366240348606	0	-0.0898406092657411	0.132079217570036	0	0	-0.0909547755376659	0	0	0.144403459309888	0	0	0	0	0	0	-0.0910903633799993	0	0	0	-0.0820766413246369	0.147587097850539	0	0	0.127714277220193	0.154153748651585	0	0	0.12344152176517	-0.00181466215570044	-0.0904825595821014	0	-0.0172641732956839	0	0.145265724790015	0	0.177141509295101	-0.0887030159506106	-0.097387941393993	-0.0887685593364747	0	-0.0906864771525744	-0.0763130008898581	-0.0909369243091309	-0.0747277945187908	0	-0.0758425535548496	0	-0.0897566997094213	0	0.128902602936026	0.000877818733178572	0	0	-0.0161594031930028	0	0.12517983268106	-0.0880331198753075	0.0351680805982447	1	0	-0.0810508993962082	0	-0.105234671584443
"ylcG"	0	0	0.186887661110645	0	0.139890543493853	-0.0264083177369144	0	0	0	0.134810124731835	0	0	0.110946987690469	0.00636133239570351	-0.0115630204571686	0	0	0	0.182452194999046	-0.198537389831561	0	0	-0.18680744219252	0.180656004318291	0	0.0170413170354415	0	-0.195134003869226	0	0	-0.0305132870778849	0.186503749067665	-0.0666740491730628	-0.0202445935289922	0	0.178209272132698	0	0	0	0.0955830325679922	0.192679597955217	0.0922591718321642	-0.0462009138828664	0	0.102027859014031	-0.104912880697821	0.186176459004972	-0.017323993294765	0.0676068964250646	0.160006483980681	0	0.190470313677767	0	0	0	0	-0.00409778696851988	0.181819133741491	0	0	0	0	-0.195586577028308	-0.0239559771768718	0.200197251486411	0.184758708824339	0	-0.00178366004141834	0	-0.195475218237094	0	-0.191383844213911	0	0	0	0.101404653266921	0	0	-0.183012201347045	0	0	-0.0202209413437243	0	0.219993420945485	-0.00855251793968708	-0.0300537233409552	0	-0.017147328599174	0	0	0	0	0.17912234554267	0	0	0	0	-0.0116160111042313	0	0.187213115099163	0	0.187441639860023	0	0	0	0.190516699759093	0.14496274431201	0	0	0	-0.0230356634255327	0	1	0	0	0
"yoaE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0897360449069554	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0810508993962082	0	1	0	0
"yqeB"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0864036371947521	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.126449203472888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0128033324214828	0	0	0	1	0
"yqhH"	0	0	0	0	0	0	0	0	0.036893851039917	0	0	0	0	0.0110371307398115	0	0	0	0	0	0	0	0	0	0	0	0.0920466448782329	0.148429269836318	0	0	0.0309227895724172	0	0	0	-0.0198131427365238	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0309283674919295	0	0	0	0	0	0.0379343017751676	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00996117825350646	0	-0.105234671584443	0	0	0	1
