"ECB_00737"	"ECB_01992"	"ECB_02012"	"ECB_02797"	"ECB_02816"	"ECB_02852"	"ECB_03710"	"ECB_03722"	"acpP"	"acs"	"appC"	"appY"	"arcA"	"blr"	"cls"	"cpsG"	"cpxR"	"cycA"	"envZ"	"fabF"	"flgB"	"flu"	"galF"	"gltA"	"gmhB"	"hokB"	"hokD"	"hsdS"	"hslU"	"hupB"	"hyfA"	"iap"	"iclR"	"ilvL"	"infB"	"infC"	"lacZ"	"lon"	"lrp"	"malT"	"menC"	"metH"	"metJ"	"mntH"	"mokC"	"mreB"	"mreC"	"mtlD"	"nadR"	"narZ"	"nudC"	"oppD"	"pbpC"	"pflB"	"phoH"	"phoR"	"plsB"	"prlA"	"proX"	"pykF"	"rbsA"	"rbsB"	"rbsD"	"rbsR"	"recO"	"rfbB"	"rnb"	"rne"	"rpiR"	"rplF"	"rpsA"	"rpsC"	"sapA"	"sapF"	"speG"	"spoT"	"thiI"	"thrA"	"trkH"	"wzy"	"ybaE"	"ybaL"	"ybbN"	"ybeB"	"ybeM"	"ybhP"	"ycdM"	"yceK"	"ycfC"	"yebY"	"yecE"	"yeeF"	"yeeI"	"yeeR"	"yeeU"	"yegO"	"yfaQ"	"yfcTU"	"yggM"	"yghS"	"ygjD"	"ygjG"	"yhdG"	"yhdJ"	"yicL"	"yieO"	"yihP"	"yjcE"	"yjeB"	"yjiX"	"yjjY"	"ylcG"	"yoaE"	"yqeB"	"yqhH"
"yfaQ"	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0983699129507404	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.115925364441074	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.0065873835156986	0	-0.0033347564366865	0	0	0
"yfcTU"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0866928167927185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	-0.0758554054879002	0	0	0	0
"yggM"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.191447170804029	0	0	0
"yghS"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.115803607578151	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	-0.085597485618897	0	0	0	0
"ygjD"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0.191608537507499	0	0	0
"ygjG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0576195957039591	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.121731555332286	0	0	0	0
"yhdG"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.361467175972471	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0.000515945484219519	0	0	0	0
"yhdJ"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0883317686638478	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.132152218529101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
"yicL"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.194589259202027	0	0	0
"yieO"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.121211666791989	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	-0.00638774535295897	0.140249381054802	0	0	0
"yihP"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0849969653636888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.129597816286126	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
"yjcE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0574280885935517	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0.119202175867023	0	0	0	0
"yjeB"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0306003373037102	0.142722277367731	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	-0.0828805141061065	0	0	0	0.00842518634983437
"yjiX"	0	0	0	0	0	0.0157060428326317	0	0	0	0	0	0	0	0.152630605565388	0.00662327292634991	0	0	0	0	0.00275105149918583	-0.0158743549152385	0	0	0	0	0.0669662520142757	0	0.0011156361075211	0	0	0.0190890776893409	0	0	-0.183035141415431	0	0	0	0	-0.00444750080640402	0	0	-0.00299440610216926	0.0388216442958504	0	0	0	0	0.00971274135033305	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0137239625981893	0	0	0	0	0	0	0	0	0	0	-0.00445171213110563	0	0	0	0	0	0	0	0	0.0169539521824939	0.0185153706150973	0	0.0096144347494536	0	0	0	0	0	0	0	0	0	0.0065873835156986	0	0	0	0	0	0	0	0	0	0	0	0	1	0.0261569017315622	-0.0361388572755433	0	0	0
"yjjY"	-0.0833447026721998	0.169463861464949	0	0	0.129269401762268	0	-0.0819656094325546	0.143750757870619	-0.089067089773926	0.125193990406949	0	0.133547467681586	-0.100138675249132	0.0798144359480537	0	0.156019095910648	0	-0.079812253653116	0	0	0	-0.0735224957027418	0	0	-0.081816345908931	0	0	0	0	-0.0862608148300785	0	0	0	-0.123060648697629	0.158276832505942	0.143183824938936	-0.0744647564177091	0	0	-0.0882235031635914	0	0	0	0.123315380525552	0	0	0	0	0	0	0.137194895319848	0	0.113892351678795	0	-0.0847212267087375	0.123780980443466	0	0	-0.0860092802535831	0	0	0.133474010275955	0	0	0	0	0	0	-0.0861296528432642	0	0	0	-0.0798503658576393	0.136222629245722	0	0	0.120579034573945	0.160017285738642	0	0	0.117680439996886	-0.00118471902036933	-0.0858825631416045	0	0	0.13421570613772	0	0.175643160473626	-0.0824877503300642	-0.0906287575555491	-0.0844897301860177	0	-0.086209203850987	-0.0761455465331264	-0.0860616517652181	-0.0750136583004327	0	-0.0758554054879002	0	-0.085597485618897	0	0.121731555332286	0.000515945484219519	0	0	-0.00638774535295897	0	0.119202175867023	-0.0828805141061065	0.0261569017315622	1	0	-0.0785872299642791	0	-0.0979650065031377
"ylcG"	0	0	0.19112838136254	0	0.139746335598624	-0.0190153813226917	0	0	0	0.135336823047789	0	0	0.106287574371802	0.00542832067572061	-0.00341375766585009	0	0	0	0.186886612404572	-0.197364988582704	0	0	-0.195506004345875	0.185078502129635	0	0.0277449645677643	0.00353055775009462	-0.194786074207616	0	0	-0.0237987332814602	0.190723906961765	-0.069612429454956	-0.0195875444037134	0	0.177062582338598	0	0	0	0.0943821271188001	0.196886502973759	0.12988371870216	-0.0434263249626691	0	0.106108486331699	-0.110901048505393	0.190409209191882	-0.00917571409174041	0.0664658234354616	0.165164600883993	0	0.194500646942529	0	0	0	0	0	0.186202213732861	0	0	0	0	-0.204987900978381	-0.0158308627480815	0.203673182866285	0.188924570627304	0	0	0	-0.204868457658628	0	-0.199933725413807	0	0	0	0.100081427884328	0	0	-0.191497705464543	0	0	-0.0220595633743852	0	0	-0.0231102775601022	0	-0.00901202215090758	0	0	0	0	0.183529316950948	0	0	0	0	-0.0033347564366865	0	0.191447170804029	0	0.191608537507499	0	0	0	0.194589259202027	0.140249381054802	0	0	0	-0.0361388572755433	0	1	0	0	8.7451537762409e-05
"yoaE"	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0938019557288697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0785872299642791	0	1	0	0
"yqeB"	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.0835930557651616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.128454512106788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
"yqhH"	0	0	0	0	0	0	0	0	0.0379031231588779	0	0	0	0	0.00922858134889911	0	0	0	0	0	0	0	0	0	0	0	0.0909360922005706	0.160223471160752	0	0	0.0319758636149041	0	0	0	-0.0199060660777506	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0227711122050483	0	0	0	0	0	0.0393201825725513	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.00842518634983437	0	-0.0979650065031377	8.7451537762409e-05	0	0	1
